rr_config_id,config,target_r,window_start_month,window_end_month,horizon_months,n_trades,n_active_trades,n_flat_trades,gross_profit_pts,gross_loss_pts,net_pts,points_pf,PF_R,avg_R_per_trade,max_dd_pts,max_dd_R,TP,SL,BE,cutoff,FLAT,median_stop_pts,median_target_pts,median_mae_pts,median_mfe_pts
1rr,operational_100r,1.0,2013-01,2013-02,2,13,13,0,42.0,22.125,19.875,1.8983050847457628,2.0,0.23076923076923078,-12.0,-1.0,6,3,4,0,0,7.125,7.125,3.1319600328370143,5.148795711199
1rr,operational_100r,1.0,2013-02,2013-03,2,16,16,0,35.625,28.875,6.75,1.2337662337662338,1.5,0.125,-12.75,-2.0,6,4,6,0,0,6.1875,6.1875,2.1030775332196754,4.378674864034565
1rr,operational_100r,1.0,2013-03,2013-04,2,16,16,0,22.125,54.375,-32.25,0.4068965517241379,0.5714285714285714,-0.1875,-33.0,-3.0,4,7,5,0,0,6.5625,6.5625,3.7280363723916707,4.378674864034565
1rr,operational_100r,1.0,2013-04,2013-05,2,11,11,0,28.5,63.0,-34.5,0.4523809523809524,0.3333333333333333,-0.36363636363636365,-34.5,-3.0,2,6,3,0,0,9.375,9.375,5.639623112340814,2.9885028517269348
1rr,operational_100r,1.0,2013-05,2013-06,2,15,15,0,84.75,40.875,43.875,2.073394495412844,1.5,0.13333333333333333,-13.5,-1.0,6,4,5,0,0,10.125,10.125,3.220044476783187,5.152351428269412
1rr,operational_100r,1.0,2013-06,2013-07,2,18,18,0,90.0,15.375,74.625,5.853658536585366,4.5,0.3888888888888889,-9.375,-1.0,9,2,7,0,0,9.375,9.375,2.6719299442911506,5.870571837837815
1rr,operational_100r,1.0,2013-07,2013-08,2,16,16,0,39.0,44.625,-5.625,0.8739495798319328,1.5,0.125,-33.75,-2.0,6,4,6,0,0,6.5625,6.5625,2.271066841491802,5.197989719439192
1rr,operational_100r,1.0,2013-08,2013-09,2,13,13,0,27.0,67.125,-40.125,0.4022346368715084,0.6666666666666666,-0.15384615384615385,-40.125,-2.0,4,6,3,0,0,7.125,7.125,7.309222493351626,2.3570062708477053
1rr,operational_100r,1.0,2013-09,2013-10,2,10,10,0,28.125,36.166527627160576,-8.041527627160576,0.7776527592015359,1.3060505657888506,0.09373314442967126,-26.416527627160576,-2.0626685557032873,4,3,2,1,0,7.875,7.875,4.899775163502454,4.9570319407639545
1rr,operational_100r,1.0,2013-10,2013-11,2,10,10,0,30.375,13.666527627160576,16.708472372839424,2.222583587335919,4.705135927063296,0.3937331444296713,-0.9165276271605762,-0.06266855570328733,5,1,3,1,0,8.625,8.625,2.081184822733121,5.303378035660899
1rr,operational_100r,1.0,2013-11,2013-12,2,16,16,0,66.75,27.375,39.375,2.4383561643835616,3.6666666666666665,0.5,-15.0,-1.0,11,3,2,0,0,7.3125,7.3125,2.3861664773035045,5.61351016171966
1rr,operational_100r,1.0,2013-12,2014-01,2,24,24,0,86.625,77.69692380516972,8.928076194830282,1.1149090048560744,1.4505216786251676,0.15529643067871302,-30.071923805169718,-2.2728856637108876,12,8,3,1,0,7.5,7.5,3.960865990882212,6.18358174792138
1rr,operational_100r,1.0,2014-01,2014-02,2,21,19,2,47.25,79.68287874668113,-32.432878746681126,0.5929755644272329,0.7594588527557401,-0.09049343729474235,-50.432878746681126,-2.900362183189589,6,7,4,2,2,7.125,7.125,4.585311726144937,4.733559145316121
1rr,operational_100r,1.0,2014-02,2014-03,2,16,7,9,9.0,29.36095494151141,-20.36095494151141,0.3065295395850878,0.7611866310404957,-0.03921728246741886,-13.125,-2.0,2,2,2,1,9,7.125,7.125,5.4429735456781145,5.378159836948271
1rr,operational_100r,1.0,2014-03,2014-04,2,18,1,17,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,1,0,17,8.0625,8.0625,6.28230746750387,5.125809453110833
1rr,operational_100r,1.0,2014-04,2014-05,2,19,0,19,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,19,6.75,6.75,5.93996057766708,2.4155129235386994
1rr,operational_100r,1.0,2014-05,2014-06,2,13,0,13,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,13,6.0,6.0,5.39251383289502,1.8494440701142594
1rr,operational_100r,1.0,2014-06,2014-07,2,18,0,18,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,18,6.1875,6.1875,4.715946998329628,3.7940784694360445
1rr,operational_100r,1.0,2014-07,2014-08,2,24,0,24,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,24,6.5625,6.5625,3.8553594474819874,2.9214470213446475
1rr,operational_100r,1.0,2014-08,2014-09,2,18,0,18,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,18,5.625,5.625,3.4319259247370155,3.615601745020058
1rr,operational_100r,1.0,2014-09,2014-10,2,20,0,20,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,20,9.5625,9.5625,5.993883426420325,5.150891672431726
1rr,operational_100r,1.0,2014-10,2014-11,2,19,0,19,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,19,10.875,10.875,6.042266237830518,5.791927578443392
1rr,operational_100r,1.0,2014-11,2014-12,2,13,0,13,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,13,7.5,7.5,5.733436589444864,5.184898119248828
1rr,operational_100r,1.0,2014-12,2015-01,2,14,0,14,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,14,18.5625,18.5625,8.632122108110707,6.338007234601946
1rr,operational_100r,1.0,2015-01,2015-02,2,16,0,16,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,16,12.9375,12.9375,8.354318736771802,6.694272181652423
1rr,operational_100r,1.0,2015-02,2015-03,2,19,0,19,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,19,10.125,10.125,6.969127634623874,5.897428013349781
1rr,operational_100r,1.0,2015-03,2015-04,2,21,0,21,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,21,11.625,11.625,7.381109343798016,6.786071283502679
1rr,operational_100r,1.0,2015-04,2015-05,2,20,0,20,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,20,10.125,10.125,8.454042373242828,8.437018077888752
1rr,operational_100r,1.0,2015-05,2015-06,2,21,0,21,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,21,11.625,11.625,6.864230626821154,7.196063744202547
1rr,operational_100r,1.0,2015-06,2015-07,2,22,0,22,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,22,13.875,13.875,7.084998435812395,6.964565367349678
1rr,operational_100r,1.0,2015-07,2015-08,2,21,0,21,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,21,13.5,13.5,9.599435264207386,7.524717874417547
1rr,operational_100r,1.0,2015-08,2015-09,2,25,0,25,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,25,23.625,23.625,14.653112097073063,10.133825608731058
1rr,operational_100r,1.0,2015-09,2015-10,2,21,0,21,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,21,23.625,23.625,14.709843131324305,10.133825608731058
1rr,operational_100r,1.0,2015-10,2015-11,2,13,0,13,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,13,11.625,11.625,7.654209551672466,7.291701476025992
1rr,operational_100r,1.0,2015-11,2015-12,2,20,0,20,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,20,11.0625,11.0625,8.130743320968122,10.691219457111401
1rr,operational_100r,1.0,2018-01,2018-02,2,11,0,11,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,11,10.5,10.5,4.550168995408967,9.352925468027024
1rr,operational_100r,1.0,2018-02,2018-03,2,18,6,12,77.25,37.5,39.75,2.06,1.0,0.0,-28.125,-1.0,2,2,2,0,12,32.25,32.25,5.7677747865582205,18.763459431108913
1rr,operational_100r,1.0,2018-03,2018-04,2,20,12,8,151.875,37.5,114.375,4.05,3.0,0.2,-28.125,-1.0,6,2,4,0,8,22.125,22.125,5.527719265297492,20.327911833056078
1rr,operational_100r,1.0,2018-04,2018-05,2,17,17,0,177.375,49.5,127.875,3.5833333333333335,4.0,0.35294117647058826,-49.5,-2.0,8,2,7,0,0,19.125,19.125,4.8362265638497774,15.253726657310835
1rr,operational_100r,1.0,2018-05,2018-06,2,26,26,0,168.0,237.375,-69.375,0.707740916271722,0.8,-0.07692307692307693,-122.625,-4.0,8,10,8,0,0,21.9375,21.9375,10.430439599860165,12.964659480268892
1rr,operational_100r,1.0,2018-06,2018-07,2,26,26,0,181.125,228.0,-46.875,0.7944078947368421,1.0,0.0,-90.0,-4.0,10,10,6,0,0,21.9375,21.9375,11.867091446013546,11.366628208055772
1rr,operational_100r,1.0,2018-07,2018-08,2,21,21,0,174.375,51.0,123.375,3.4191176470588234,3.3333333333333335,0.3333333333333333,-27.75,-1.0,10,3,8,0,0,15.375,15.375,4.901534394889495,11.826095222357253
1rr,operational_100r,1.0,2018-08,2018-09,2,20,20,0,147.75,115.82990743579558,31.920092564204424,1.2755772949391133,1.0453571195973703,0.015186190022022362,-61.829907435795576,-2.696276199559553,7,6,6,1,0,14.0625,14.0625,7.284894458488452,11.060667333850233
1rr,operational_100r,1.0,2018-09,2018-10,2,20,20,0,225.0,205.07990743579558,19.920092564204424,1.097133321412488,0.7219266299693454,-0.13481380997797765,-139.07990743579558,-5.696276199559553,7,9,3,1,0,24.1875,24.1875,13.622717013214242,11.1071465558407
1rr,operational_100r,1.0,2018-10,2018-11,2,21,21,0,338.25,340.125,-1.875,0.9944873208379272,1.0,0.0,-171.0,-3.0,9,9,3,0,0,31.875,31.875,13.855387816968687,24.183844244571446
1rr,operational_100r,1.0,2018-11,2018-12,2,15,15,0,272.25,284.25,-12.0,0.9577836411609498,1.1666666666666667,0.06666666666666667,-177.375,-3.0,7,6,2,0,0,37.125,37.125,11.182537704248716,24.288970109724687
1rr,operational_100r,1.0,2018-12,2019-01,2,13,12,1,141.375,182.25,-40.875,0.7757201646090535,0.5714285714285714,-0.23076923076923078,-75.75,-4.0,4,7,1,0,1,28.125,28.125,16.337414331388572,16.795237270194775
1rr,operational_100r,1.0,2019-01,2019-02,2,19,15,4,200.98400087124446,168.0,32.98400087124446,1.1963333385193122,0.5786408058494892,-0.17741439753705718,-75.75,-4.0,4,8,2,1,4,22.875,22.875,16.337414331388572,12.758199892534321
1rr,operational_100r,1.0,2019-02,2019-03,2,19,16,3,209.23400087124446,62.625,146.60900087124446,3.341061890159592,1.6572816116989784,0.13837507614715333,-30.0,-2.0,6,4,5,1,3,20.25,20.25,13.961093836613145,14.415488080103387
1rr,operational_100r,1.0,2019-03,2019-04,2,18,18,0,169.193570785078,67.81176854328896,101.38180224178905,2.4950473113980207,1.6592799375158263,0.15110294218522835,-20.936768543288963,-1.1254902577235175,6,4,6,2,0,21.0,21.0,11.037624216386575,11.939539950291419
1rr,operational_100r,1.0,2019-04,2019-05,2,19,19,0,166.943570785078,263.56176854328896,-96.61819775821095,0.6334134563892874,0.5309679896876431,-0.2252708968771521,-150.75,-5.0,4,9,4,2,0,30.0,30.0,15.82844076913716,11.540380497324804
1rr,operational_100r,1.0,2019-05,2019-06,2,20,10,10,77.625,228.375,-150.75,0.3399014778325123,0.2857142857142857,-0.25,-116.625,-4.0,2,7,1,0,10,24.1875,24.1875,23.165571620176706,10.950081735353251
1rr,operational_100r,1.0,2019-06,2019-07,2,21,0,21,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,21,20.625,20.625,16.588691498358457,11.23885496906496
1rr,operational_100r,1.0,2019-07,2019-08,2,24,0,24,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,24,23.4375,23.4375,11.646474936918366,18.732668841988016
1rr,operational_100r,1.0,2019-08,2019-09,2,23,0,23,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,23,29.625,29.625,13.957679646116958,19.975259196211482
1rr,operational_100r,1.0,2019-09,2019-10,2,20,0,20,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,20,24.9375,24.9375,24.26005920120133,15.304531400521682
1rr,operational_100r,1.0,2019-10,2019-11,2,20,0,20,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,20,24.5625,24.5625,18.587289960643375,14.110128941881158
1rr,operational_100r,1.0,2019-11,2019-12,2,23,0,23,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,23,21.75,21.75,19.07640199463276,9.826538293411431
1rr,operational_100r,1.0,2019-12,2020-01,2,24,0,24,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,24,26.625,26.625,19.405910638640307,12.007741528467704
1rr,operational_100r,1.0,2020-01,2020-02,2,23,0,23,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,23,29.25,29.25,10.691822676504671,15.511794339618064
1rr,operational_100r,1.0,2020-02,2020-03,2,21,1,20,56.25,-0.0,56.25,inf,inf,0.047619047619047616,0.0,0.0,1,0,0,0,20,43.5,43.5,27.22152270573315,23.61176107641586
1rr,operational_100r,1.0,2020-03,2020-04,2,22,14,8,579.7968899128336,400.875,178.92188991283365,1.4463283814476673,0.8165513499377383,-0.05837002501981054,-168.75,-4.284140550435832,5,7,1,1,8,60.9375,60.9375,46.25996869949449,29.491103541702614
1rr,operational_100r,1.0,2020-04,2020-05,2,24,24,0,662.2968899128336,563.25,99.04688991283365,1.1758488946521681,0.6105326772331062,-0.17850585626815965,-211.875,-6.284140550435832,6,11,6,1,0,52.875,52.875,29.31121770226673,16.88471036242572
1rr,operational_100r,1.0,2020-05,2020-06,2,26,26,0,623.625,312.0,311.625,1.9987980769230769,1.6666666666666667,0.15384615384615385,-119.25,-3.0,10,6,10,0,0,46.6875,46.6875,13.588435590190784,19.51107579870404
1rr,operational_100r,1.0,2020-06,2020-07,2,26,26,0,730.625,399.45583248526236,331.16916751473764,1.8290507750364513,1.4889560057762419,0.1263032631535608,-126.83083248526236,-2.71611515800742,10,6,9,1,0,51.375,51.375,18.87966101119673,25.366389410733973
1rr,operational_100r,1.0,2020-07,2020-08,2,19,19,0,335.0,381.08083248526236,-46.08083248526236,0.8790785876457209,0.45892004952748183,-0.24821658726354837,-171.375,-5.0,4,8,6,1,0,45.75,45.75,30.6106694054979,19.39486768893039
1rr,operational_100r,1.0,2020-08,2020-09,2,21,21,0,830.625,211.125,619.5,3.9342806394316163,1.5,0.14285714285714285,-77.625,-2.0,9,6,6,0,0,51.75,51.75,20.9403725171087,30.8893305945021
1rr,operational_100r,1.0,2020-09,2020-10,2,24,24,0,786.0,469.5375269051292,316.4624730948708,1.6739876047411488,1.180856548914555,0.05743390753542379,-345.0375269051292,-5.0,9,7,7,1,0,58.6875,58.6875,23.582724829178005,35.791349695751705
1rr,operational_100r,1.0,2020-10,2020-11,2,22,22,0,398.75,791.6625269051292,-392.9125269051292,0.5036868443916952,0.6235978001276139,-0.16461755541590134,-713.25,-8.0,6,9,6,1,0,81.0,81.0,38.43600098670595,29.893968373861753
1rr,operational_100r,1.0,2020-11,2020-12,2,23,23,0,574.625,454.86974404904686,119.75525595095314,1.2632737338934559,1.1394422565769404,0.04256613635450992,-204.75,-2.020978863846272,8,7,7,1,0,46.875,46.875,21.95296900143512,27.580163178834482
1rr,operational_100r,1.0,2020-12,2021-01,2,22,22,0,460.5,200.61974404904686,259.88025595095314,2.295387237097753,1.4947735581736779,0.1354100516433513,-69.0,-1.0209788638462718,9,6,6,1,0,44.4375,44.4375,13.797436338057196,31.63721306298885
1rr,operational_100r,1.0,2021-01,2021-02,2,25,25,0,575.25,505.47271089786955,69.77728910213045,1.1380436324211949,1.3135167566705832,0.10502140321735721,-291.75,-4.0,11,8,5,1,0,51.0,51.0,21.96792257611014,33.37312429592566
1rr,operational_100r,1.0,2021-02,2021-03,2,27,27,0,891.5169710533319,568.0977108978695,323.4192601554623,1.569302171002068,1.3265514311447537,0.1133794420629848,-291.75,-4.0,12,9,4,2,0,58.5,58.5,21.96792257611014,37.377816601732775
1rr,operational_100r,1.0,2021-03,2021-04,2,22,22,0,639.5169710533319,399.0,240.51697105333187,1.6027994261988268,1.1794637319083323,0.06525953887575725,-185.25,-4.0,9,8,4,1,0,52.875,52.875,21.203706112460168,37.35353961835426
1rr,operational_100r,1.0,2021-04,2021-05,2,22,22,0,334.875,475.875,-141.0,0.7037037037037037,0.5454545454545454,-0.22727272727272727,-287.625,-6.0,6,11,5,0,0,43.3125,43.3125,23.530214417141906,34.62747584763292
1rr,operational_100r,1.0,2021-05,2021-06,2,22,17,5,360.75,358.16441414035944,2.5855858596405596,1.0072189914954177,0.6167094286514733,-0.14125208638172396,-209.625,-5.0,5,8,3,1,5,46.125,46.125,17.474817039435038,34.689052995669954
1rr,operational_100r,1.0,2021-06,2021-07,2,24,13,11,186.75,122.44369457271023,64.30630542728977,1.5251908287453955,1.7406900877316587,0.07091919970438013,-51.52928043235079,-1.1903933066969505,4,2,5,2,11,47.625,47.625,18.08000861277378,28.811118817542592
1rr,operational_100r,1.0,2021-07,2021-08,2,23,17,6,220.125,172.88745613768515,47.23754386231485,1.2732271323646265,1.2647886684973373,0.05461410791057997,-90.23317570533436,-2.0,6,4,5,2,6,39.75,39.75,20.223481932564027,26.955091202091353
1rr,operational_100r,1.0,2021-08,2021-09,2,17,17,0,275.625,454.73317570533436,-179.10817570533436,0.6061246786590387,0.9267248937811322,-0.0325577771388065,-242.85817570533436,-3.0,7,7,2,1,0,45.0,45.0,19.73404972494609,15.76682429466564
1rr,operational_100r,1.0,2021-09,2021-10,2,16,9,7,133.125,333.375,-200.25,0.39932508436445446,0.75,-0.0625,-213.75,-3.0,3,4,2,0,7,49.5,49.5,23.703097602139678,28.098288226722616
1rr,operational_100r,1.0,2021-10,2021-11,2,18,10,8,212.625,187.875,24.75,1.1317365269461077,1.3333333333333333,0.05555555555555555,-170.25,-2.0,4,3,3,0,8,62.8125,62.8125,21.875089687295258,40.98181812211078
1rr,operational_100r,1.0,2021-11,2021-12,2,25,17,8,551.25,224.25,327.0,2.4581939799331103,2.25,0.2,-170.25,-2.0,9,4,4,0,8,57.75,57.75,23.098618598167377,35.8380748855634
1rr,operational_100r,1.0,2021-12,2022-01,2,23,12,11,505.125,117.375,387.75,4.303514376996805,3.5,0.21739130434782608,-81.0,-1.0,7,2,3,0,11,69.75,69.75,36.41311839996888,58.60056526759945
1rr,operational_100r,1.0,2022-01,2022-02,2,16,12,4,781.125,81.0,700.125,9.643518518518519,7.0,0.375,-81.0,-1.0,7,1,4,0,4,92.4375,92.4375,39.10345746154326,75.02154253845674
1rr,operational_100r,1.0,2022-02,2022-03,2,17,17,0,1053.5,108.0,945.5,9.75462962962963,5.0,0.47058823529411764,-108.0,-2.0,10,2,5,0,0,67.875,67.875,23.681997206462256,54.00731843884569
1rr,operational_100r,1.0,2022-03,2022-04,2,18,18,0,656.375,358.6202701543807,297.7547298456193,1.8302785832977047,1.3301577899503532,0.09652591373884764,-250.6202701543807,-3.2625335527007424,7,5,5,1,0,69.9375,69.9375,32.00767915112465,42.11696186457084
1rr,operational_100r,1.0,2022-04,2022-05,2,21,21,0,580.125,500.7452701543807,79.3797298456193,1.158523174509759,0.826157973172979,-0.060120645366702016,-250.6202701543807,-4.0,6,7,7,1,0,85.5,85.5,34.787972747228196,42.182119419134324
1rr,operational_100r,1.0,2022-05,2022-06,2,23,23,0,658.875,651.75,7.125,1.0109321058688148,0.875,-0.043478260869565216,-412.875,-6.0,7,8,8,0,0,93.375,93.375,25.18983917478363,55.31354462880154
1rr,operational_100r,1.0,2022-06,2022-07,2,19,19,0,568.125,534.375,33.75,1.063157894736842,1.1666666666666667,0.05263157894736842,-332.625,-3.0,7,6,6,0,0,75.75,75.75,18.521835499119334,51.02368757072327
1rr,operational_100r,1.0,2022-07,2022-08,2,20,20,0,536.25,395.625,140.625,1.3554502369668247,1.0,0.0,-277.875,-5.0,7,7,6,0,0,57.375,57.375,35.367518479844875,40.53827508105314
1rr,operational_100r,1.0,2022-08,2022-09,2,23,23,0,461.625,518.625,-57.0,0.8900939985538684,0.8888888888888888,-0.043478260869565216,-262.875,-5.0,8,9,6,0,0,57.375,57.375,42.49120652877173,44.54077808731927
1rr,operational_100r,1.0,2022-09,2022-10,2,24,24,0,781.5,692.75,88.75,1.128112594731144,1.1111111111111112,0.041666666666666664,-333.5,-3.0,10,9,5,0,0,62.0625,62.0625,31.206818693938658,43.5059772178256
1rr,operational_100r,1.0,2022-10,2022-11,2,27,27,0,1038.0,667.25,370.75,1.5556388160359684,1.1,0.037037037037037035,-257.0,-6.0,11,10,6,0,0,67.875,67.875,45.188380464960574,51.8920056749248
1rr,operational_100r,1.0,2022-11,2022-12,2,24,24,0,739.875,430.125,309.75,1.7201394943330428,1.1111111111111112,0.041666666666666664,-166.125,-4.0,10,9,5,0,0,64.875,64.875,43.79859176696209,56.824952116448
1rr,operational_100r,1.0,2022-12,2023-01,2,20,20,0,707.25,396.375,310.875,1.7842951750236518,1.5714285714285714,0.2,-120.375,-2.0,11,7,2,0,0,60.1875,60.1875,35.29857726915452,43.35118111533484
1rr,operational_100r,1.0,2023-01,2023-02,2,17,17,0,619.875,265.5,354.375,2.3347457627118646,2.75,0.4117647058823529,-120.375,-2.0,11,4,2,0,0,53.625,53.625,25.346507801894404,40.127985018261825
1rr,operational_100r,1.0,2023-02,2023-03,2,17,17,0,285.75,253.49444400758512,32.255555992414884,1.1272436408564825,1.1684581226333657,0.05088398705659262,-107.25,-3.0,6,5,5,1,0,52.875,52.875,27.370458781619163,28.375111309200292
1rr,operational_100r,1.0,2023-03,2023-04,2,14,14,0,320.625,184.49444400758512,136.13055599241488,1.7378572114985649,1.209197966499069,0.06178769856871961,-107.25,-3.0,5,4,4,1,0,51.5625,51.5625,24.441686680910607,28.065333650808498
1rr,operational_100r,1.0,2023-04,2023-05,2,13,13,0,416.43991327007825,31.125,385.31491327007825,13.379595607070787,6.100324566350391,0.3923326589500301,-31.125,-1.0,6,1,5,1,0,58.875,58.875,13.59211363401846,36.49981765214034
1rr,operational_100r,1.0,2023-05,2023-06,2,15,15,0,182.81491327007825,114.07804106877666,68.7368722013016,1.6025425362963652,1.3165529260066091,0.0496962835630284,-82.95304106877666,-1.3548803129049651,3,2,8,2,0,39.75,39.75,9.721804171869735,21.85552065763659
1rr,operational_100r,1.0,2023-06,2023-07,2,13,13,0,110.20926487043471,201.45304106877666,-91.24377619834195,0.5470717358533642,0.6892924955291151,-0.10408415340708367,-145.99377619834195,-2.354880312904965,3,4,4,2,0,37.5,37.5,17.107764319165653,20.459264870436527
1rr,operational_100r,1.0,2023-07,2023-08,2,16,16,0,206.5842648704347,346.93673161331935,-140.35246674288464,0.5954522713976697,0.6536561287136415,-0.13252325121397618,-228.43673161331935,-3.1221583380364963,4,6,4,2,0,51.0,51.0,29.075782295263707,37.679234631886175
1rr,operational_100r,1.0,2023-08,2023-09,2,22,22,0,456.75,440.31173161331935,16.438268386680647,1.0373332509820945,0.9828481294238995,-0.005552651728931652,-258.43673161331935,-3.1221583380364963,7,7,7,1,0,58.875,58.875,22.673373636056567,39.35188544995981
1rr,operational_100r,1.0,2023-09,2023-10,2,21,21,0,570.0,274.875,295.125,2.0736698499317874,2.0,0.23809523809523808,-155.25,-3.0,10,5,6,0,0,56.625,56.625,15.455813199623663,39.387096466303774
1rr,operational_100r,1.0,2023-10,2023-11,2,18,18,0,327.375,461.3574229146652,-133.98242291466522,0.7095908372553762,1.036490585770111,0.013691184029905509,-280.6074229146652,-3.753558687461701,7,6,4,1,0,46.5,46.5,19.74813434351472,31.33765219115685
1rr,operational_100r,1.0,2023-11,2023-12,2,17,17,0,316.5,535.9824229146652,-219.48242291466522,0.5905044390800677,0.7738382131165932,-0.10315051102715887,-378.1074229146652,-3.753558687461701,6,7,3,1,0,43.875,43.875,20.013632343203426,31.546718839737878
1rr,operational_100r,1.0,2023-12,2024-01,2,24,24,0,525.1637283195887,393.75,131.4137283195887,1.3337491512878443,1.1068316014854238,0.03561053382847465,-135.75,-3.0,8,8,7,1,0,41.625,41.625,21.743083793628102,23.81498115319573
1rr,operational_100r,1.0,2024-01,2024-02,2,28,23,5,374.4137283195887,415.125,-40.7112716804113,0.9019300892974134,0.7616280902092657,-0.07661954243273603,-253.875,-5.0,6,9,7,1,5,44.25,44.25,27.256774086617952,37.199186480687786
1rr,operational_100r,1.0,2024-02,2024-03,2,19,8,11,72.0,209.625,-137.625,0.3434704830053667,0.5,-0.10526315789473684,-120.75,-2.0,2,4,2,0,11,54.375,54.375,30.943496105894155,40.753349978920596
1rr,operational_100r,1.0,2024-03,2024-04,2,16,2,14,24.0,50.625,-26.625,0.4740740740740741,1.0,0.0,-50.625,-1.0,1,1,0,0,14,56.8125,56.8125,28.11979210822392,36.6472132374256
1rr,operational_100r,1.0,2024-04,2024-05,2,17,0,17,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,17,66.0,66.0,29.602394679546705,48.46405193391547
1rr,operational_100r,1.0,2024-05,2024-06,2,17,0,17,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,17,46.5,46.5,21.78594806608453,42.27607522603648
1rr,operational_100r,1.0,2024-06,2024-07,2,17,0,17,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,17,44.25,44.25,27.526655936868337,31.25
1rr,operational_100r,1.0,2024-07,2024-08,2,18,0,18,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,18,88.6875,88.6875,47.94737742054713,58.81996745920151
1rr,operational_100r,1.0,2024-08,2024-09,2,21,1,20,0.0,73.125,-73.125,0.0,0.0,-0.047619047619047616,-73.125,-1.0,0,1,0,0,20,73.125,73.125,47.91177850637905,59.0
1rr,operational_100r,1.0,2024-09,2024-10,2,19,1,18,0.0,73.125,-73.125,0.0,0.0,-0.05263157894736842,-73.125,-1.0,0,1,0,0,18,63.75,63.75,58.1375162881086,26.373991278502217
1rr,operational_100r,1.0,2024-10,2024-11,2,15,0,15,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,15,58.5,58.5,47.03123415160371,21.433873389640212
1rr,operational_100r,1.0,2024-11,2024-12,2,19,0,19,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,19,58.5,58.5,41.44276702001662,31.000375896564947
1rr,operational_100r,1.0,2024-12,2025-01,2,27,0,27,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,27,83.25,83.25,54.24254738770833,36.31636277635698
1rr,operational_100r,1.0,2025-01,2025-02,2,25,0,25,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,25,79.5,79.5,48.99225012711031,44.13150184027836
1rr,operational_100r,1.0,2025-02,2025-03,2,16,0,16,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,16,78.1875,78.1875,23.643188117061072,46.873941011548595
