pool_id,config,config_label,target_r,level_id,session_date,year,source,side,entry_time,exit_time,entry_price,exit_price,level,anchor,raw_stop_pts,effective_stop_pts,target_pts,pnl_pts_baseline,pnl_pts_effective,mae_pts,mfe_pts,mae_mfe_status,exit_reason,effective_exit_reason,gap_through,is_flat,rolling_pf_window_trades,rolling_pf_threshold,rolling_pf_reentry,r_multiple_baseline,r_multiple_effective
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,5_lower,2018-01-10,2018,build_years,lower,2018-01-10 05:59:00-05:00,2018-01-10 07:02:00-05:00,6644.365418961772,6644.365418961772,6644.365418961772,7.0,10.5,10.5,15.75,0.0,0.0,,,missing_source_not_imputed,BE,FLAT,False,True,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,5_upper,2018-01-12,2018,build_years,upper,2018-01-12 03:25:00-05:00,2018-01-12 04:13:00-05:00,6741.759581038228,6741.759581038228,6741.759581038228,6.25,9.375,9.375,14.0625,-0.0,0.0,,,missing_source_not_imputed,BE,FLAT,False,True,100,1.1,symmetric,-0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,9_upper,2018-01-16,2018,build_years,upper,2018-01-16 05:23:00-05:00,2018-01-16 09:35:00-05:00,6809.770647884909,6826.270647884909,6809.770647884909,11.0,16.5,16.5,24.75,-16.5,0.0,,,missing_source_not_imputed,SL,FLAT,False,True,100,1.1,symmetric,-1.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,19_lower,2018-01-30,2018,build_years,lower,2018-01-29 22:52:00-05:00,2018-01-29 23:13:00-05:00,6956.366742923148,6948.116742923148,6956.366742923148,5.5,8.25,8.25,12.375,-8.25,0.0,,,missing_source_not_imputed,SL,FLAT,False,True,100,1.1,symmetric,-1.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,17_lower,2018-02-02,2018,build_years,lower,2018-02-02 04:21:00-05:00,2018-02-02 10:01:00-05:00,6880.975997086674,6831.850997086674,6880.975997086674,32.75,49.125,49.125,73.6875,-49.125,0.0,,,missing_source_not_imputed,SL,FLAT,False,True,100,1.1,symmetric,-1.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,28_upper,2018-02-12,2018,build_years,upper,2018-02-12 09:44:00-05:00,2018-02-12 10:25:00-05:00,6513.528021066135,6438.715521066135,6513.528021066135,33.25,49.875,49.875,74.8125,74.8125,0.0,,,missing_source_not_imputed,TP,FLAT,False,True,100,1.1,symmetric,1.5,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,30_upper,2018-02-14,2018,build_years,upper,2018-02-14 02:34:00-05:00,2018-02-14 08:30:00-05:00,6590.569710186437,6572.569710186437,6590.569710186437,8.0,12.0,12.0,18.0,18.0,0.0,,,missing_source_not_imputed,TP,FLAT,False,True,100,1.1,symmetric,1.5,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,34_lower,2018-02-20,2018,build_years,lower,2018-02-20 05:04:00-05:00,2018-02-20 06:23:00-05:00,6727.800168995409,6727.800168995409,6727.800168995409,34.0,51.0,51.0,76.5,0.0,0.0,,,missing_source_not_imputed,BE,FLAT,False,True,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,35_lower,2018-03-02,2018,build_years,lower,2018-03-02 08:01:00-05:00,2018-03-02 09:12:00-05:00,6674.644394150568,6674.644394150568,6674.644394150568,44.5,66.75,66.75,100.125,0.0,0.0,,,missing_source_not_imputed,BE,FLAT,False,True,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,32_lower,2018-03-02,2018,build_years,lower,2018-03-02 09:44:00-05:00,2018-03-02 10:42:00-05:00,6655.008211491266,6723.070711491266,6655.008211491266,30.25,45.375,45.375,68.0625,68.0625,0.0,,,missing_source_not_imputed,TP,FLAT,False,True,100,1.1,symmetric,1.5,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,46_upper,2018-03-08,2018,build_years,upper,2018-03-08 02:11:00-05:00,2018-03-08 07:16:00-05:00,6945.66025015068,6962.16025015068,6945.66025015068,11.0,16.5,16.5,24.75,-16.5,-16.5,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,42_upper,2018-03-08,2018,build_years,upper,2018-03-08 09:08:00-05:00,2018-03-08 09:57:00-05:00,6967.241668711537,6967.241668711537,6967.241668711537,12.25,18.375,18.375,27.5625,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,45_upper,2018-03-09,2018,build_years,upper,2018-03-08 19:00:00-05:00,2018-03-08 19:46:00-05:00,7000.75,7000.75,6989.60835460164,16.0,24.0,24.0,36.0,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,True,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,41_upper,2018-03-09,2018,build_years,upper,2018-03-08 20:09:00-05:00,2018-03-09 08:30:00-05:00,7013.153575857334,7013.153575857334,7013.153575857334,14.25,21.375,21.375,32.0625,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,40_upper,2018-03-09,2018,build_years,upper,2018-03-09 08:36:00-05:00,2018-03-09 08:41:00-05:00,7057.28680551017,7042.66180551017,7057.28680551017,6.5,9.75,9.75,14.625,14.625,14.625,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,49_upper,2018-03-13,2018,build_years,upper,2018-03-13 09:42:00-04:00,2018-03-13 11:09:00-04:00,7211.202029295153,7134.702029295153,7211.202029295153,34.0,51.0,51.0,76.5,76.5,76.5,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,51_lower,2018-03-15,2018,build_years,lower,2018-03-14 21:10:00-04:00,2018-03-15 15:00:00-04:00,7027.927462033644,7054.25,7027.927462033644,45.25,67.875,67.875,101.8125,26.32253796635632,26.32253796635632,,,missing_source_not_imputed,cutoff,cutoff,False,False,100,1.1,symmetric,0.3878090308118795,0.3878090308118795
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,53_lower,2018-03-19,2018,build_years,lower,2018-03-18 20:59:00-04:00,2018-03-18 21:09:00-04:00,7019.536644549242,7006.411644549242,7019.536644549242,8.75,13.125,13.125,19.6875,-13.125,-13.125,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,48_lower,2018-03-19,2018,build_years,lower,2018-03-19 01:09:00-04:00,2018-03-19 01:28:00-04:00,6984.070799723797,6998.133299723797,6984.070799723797,6.25,9.375,9.375,14.0625,14.0625,14.0625,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,55_lower,2018-03-22,2018,build_years,lower,2018-03-22 03:59:00-04:00,2018-03-22 05:13:00-04:00,6815.833165584705,6815.833165584705,6815.833165584705,26.75,40.125,40.125,60.1875,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,46_lower,2018-03-22,2018,build_years,lower,2018-03-22 06:50:00-04:00,2018-03-22 08:36:00-04:00,6796.46474984932,6796.46474984932,6796.46474984932,38.0,57.0,57.0,85.5,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,58_upper,2018-03-27,2018,build_years,upper,2018-03-26 20:01:00-04:00,2018-03-26 21:20:00-04:00,6796.040408190775,6820.415408190775,6796.040408190775,16.25,24.375,24.375,36.5625,-24.375,-24.375,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,68_upper,2018-04-10,2018,build_years,upper,2018-04-09 22:42:00-04:00,2018-04-10 02:31:00-04:00,6618.015361193202,6618.015361193202,6618.015361193202,70.5,105.75,105.75,158.625,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,69_upper,2018-04-12,2018,build_years,upper,2018-04-12 09:59:00-04:00,2018-04-12 13:27:00-04:00,6674.120573515432,6647.683073515432,6674.120573515432,11.75,17.625,17.625,26.4375,26.4375,26.4375,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,71_upper,2018-04-17,2018,build_years,upper,2018-04-17 02:19:00-04:00,2018-04-17 05:57:00-04:00,6742.225463751627,6742.225463751627,6742.225463751627,8.5,12.75,12.75,19.125,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,73_upper,2018-04-17,2018,build_years,upper,2018-04-17 06:13:00-04:00,2018-04-17 07:41:00-04:00,6747.283059462454,6747.283059462454,6747.283059462454,11.25,16.875,16.875,25.3125,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,75_lower,2018-04-20,2018,build_years,lower,2018-04-20 03:30:00-04:00,2018-04-20 07:06:00-04:00,6754.992006121582,6787.054506121582,6754.992006121582,14.25,21.375,21.375,32.0625,32.0625,32.0625,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,78_upper,2018-04-27,2018,build_years,upper,2018-04-27 08:47:00-04:00,2018-04-27 09:34:00-04:00,6767.945052421435,6733.632552421435,6767.945052421435,15.25,22.875,22.875,34.3125,34.3125,34.3125,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,77_upper,2018-05-07,2018,build_years,upper,2018-05-07 00:30:00-04:00,2018-05-07 03:07:00-04:00,6828.16377343615,6809.03877343615,6828.16377343615,8.5,12.75,12.75,19.125,19.125,19.125,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,93_lower,2018-05-15,2018,build_years,lower,2018-05-15 08:39:00-04:00,2018-05-15 09:32:00-04:00,6928.543047509258,6897.043047509258,6928.543047509258,21.0,31.5,31.5,47.25,-31.5,-31.5,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,91_lower,2018-05-15,2018,build_years,lower,2018-05-15 09:55:00-04:00,2018-05-15 11:10:00-04:00,6870.515226696004,6870.515226696004,6870.515226696004,47.75,71.625,71.625,107.4375,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,98_lower,2018-05-23,2018,build_years,lower,2018-05-22 21:51:00-04:00,2018-05-22 22:40:00-04:00,6878.121273342689,6878.121273342689,6878.121273342689,10.25,15.375,15.375,23.0625,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,99_lower,2018-05-23,2018,build_years,lower,2018-05-22 23:06:00-04:00,2018-05-23 03:20:00-04:00,6869.126676304564,6869.126676304564,6869.126676304564,10.25,15.375,15.375,23.0625,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,96_lower,2018-05-23,2018,build_years,lower,2018-05-23 03:24:00-04:00,2018-05-23 04:16:00-04:00,6862.149696078842,6844.149696078842,6862.149696078842,12.0,18.0,18.0,27.0,-18.0,-18.0,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,94_lower,2018-05-23,2018,build_years,lower,2018-05-23 05:42:00-04:00,2018-05-23 09:40:00-04:00,6829.859454475612,6870.359454475612,6829.859454475612,18.0,27.0,27.0,40.5,40.5,40.5,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,94_upper,2018-05-24,2018,build_years,upper,2018-05-24 03:19:00-04:00,2018-05-24 04:48:00-04:00,6971.765545524388,6971.765545524388,6971.765545524388,16.5,24.75,24.75,37.125,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,98_upper,2018-05-25,2018,build_years,upper,2018-05-24 21:33:00-04:00,2018-05-24 22:19:00-04:00,6988.503726657311,6988.503726657311,6988.503726657311,11.75,17.625,17.625,26.4375,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,103_lower,2018-05-29,2018,build_years,lower,2018-05-29 02:47:00-04:00,2018-05-29 03:37:00-04:00,6935.904766379892,6935.904766379892,6935.904766379892,12.75,19.125,19.125,28.6875,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,102_lower,2018-05-29,2018,build_years,lower,2018-05-29 04:32:00-04:00,2018-05-29 10:05:00-04:00,6899.922722627305,6965.735222627305,6899.922722627305,29.25,43.875,43.875,65.8125,65.8125,65.8125,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,93_upper,2018-06-01,2018,build_years,upper,2018-06-01 09:55:00-04:00,2018-06-01 10:55:00-04:00,7036.581952490742,7069.206952490742,7036.581952490742,21.75,32.625,32.625,48.9375,-32.625,-32.625,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,107_upper,2018-06-04,2018,build_years,upper,2018-06-03 20:18:00-04:00,2018-06-04 03:53:00-04:00,7092.43659505992,7115.68659505992,7092.43659505992,15.5,23.25,23.25,34.875,-23.25,-23.25,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,108_upper,2018-06-05,2018,build_years,upper,2018-06-05 04:00:00-04:00,2018-06-05 10:04:00-04:00,7156.635231374005,7180.635231374005,7156.635231374005,16.0,24.0,24.0,36.0,-24.0,-24.0,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,110_upper,2018-06-07,2018,build_years,upper,2018-06-07 02:32:00-04:00,2018-06-07 03:29:00-04:00,7231.326699234774,7231.326699234774,7231.326699234774,3.25,4.875,4.875,7.3125,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,110_lower,2018-06-08,2018,build_years,lower,2018-06-08 04:10:00-04:00,2018-06-08 05:03:00-04:00,7113.548300765226,7113.548300765226,7113.548300765226,27.25,40.875,40.875,61.3125,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,112_upper,2018-06-11,2018,build_years,upper,2018-06-11 09:46:00-04:00,2018-06-11 11:40:00-04:00,7194.487916844135,7194.487916844135,7194.487916844135,11.0,16.5,16.5,24.75,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,114_upper,2018-06-13,2018,build_years,upper,2018-06-12 20:23:00-04:00,2018-06-12 21:10:00-04:00,7254.301705073458,7254.301705073458,7254.301705073458,5.25,7.875,7.875,11.8125,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,117_lower,2018-06-18,2018,build_years,lower,2018-06-18 09:34:00-04:00,2018-06-18 10:35:00-04:00,7214.541889345101,7248.291889345101,7214.541889345101,15.0,22.5,22.5,33.75,33.75,33.75,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,116_lower,2018-06-19,2018,build_years,lower,2018-06-18 21:55:00-04:00,2018-06-19 02:00:00-04:00,7207.821104982877,7187.946104982877,7207.821104982877,13.25,19.875,19.875,29.8125,-19.875,-19.875,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,118_lower,2018-06-19,2018,build_years,lower,2018-06-19 03:07:00-04:00,2018-06-19 04:26:00-04:00,7172.345652503716,7172.345652503716,7172.345652503716,18.0,27.0,27.0,40.5,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,119_upper,2018-06-20,2018,build_years,upper,2018-06-19 20:02:00-04:00,2018-06-19 21:15:00-04:00,7262.911183414944,7230.848683414944,7262.911183414944,14.25,21.375,21.375,32.0625,32.0625,32.0625,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,118_upper,2018-06-20,2018,build_years,upper,2018-06-20 08:54:00-04:00,2018-06-20 09:42:00-04:00,7287.904347496284,7303.279347496284,7287.904347496284,10.25,15.375,15.375,23.0625,-15.375,-15.375,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,116_upper,2018-06-21,2018,build_years,upper,2018-06-20 21:57:00-04:00,2018-06-20 22:19:00-04:00,7342.428895017123,7357.053895017123,7342.428895017123,9.75,14.625,14.625,21.9375,-14.625,-14.625,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,122_lower,2018-06-25,2018,build_years,lower,2018-06-25 05:03:00-04:00,2018-06-25 09:39:00-04:00,7161.205449367277,7130.830449367277,7161.205449367277,20.25,30.375,30.375,45.5625,-30.375,-30.375,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,126_upper,2018-06-29,2018,build_years,upper,2018-06-28 22:36:00-04:00,2018-06-29 03:29:00-04:00,7076.796525590399,7104.546525590399,7076.796525590399,18.5,27.75,27.75,41.625,-27.75,-27.75,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,127_lower,2018-07-02,2018,build_years,lower,2018-07-02 02:24:00-04:00,2018-07-02 14:04:00-04:00,7021.939275551633,7076.501775551633,7021.939275551633,24.25,36.375,36.375,54.5625,54.5625,54.5625,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,127_upper,2018-07-03,2018,build_years,upper,2018-07-03 07:36:00-04:00,2018-07-03 09:32:00-04:00,7161.685724448367,7130.185724448367,7161.685724448367,14.0,21.0,21.0,31.5,31.5,31.5,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,131_upper,2018-07-06,2018,build_years,upper,2018-07-06 01:32:00-04:00,2018-07-06 09:40:00-04:00,7154.980786813723,7154.980786813723,7154.980786813723,37.5,56.25,56.25,84.375,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,123_upper,2018-07-09,2018,build_years,upper,2018-07-08 20:08:00-04:00,2018-07-08 21:14:00-04:00,7245.184324224052,7257.559324224052,7245.184324224052,8.25,12.375,12.375,18.5625,-12.375,-12.375,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,133_upper,2018-07-10,2018,build_years,upper,2018-07-09 20:54:00-04:00,2018-07-10 01:35:00-04:00,7333.438705783388,7317.688705783388,7333.438705783388,7.0,10.5,10.5,15.75,15.75,15.75,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,121_upper,2018-07-13,2018,build_years,upper,2018-07-12 23:46:00-04:00,2018-07-13 05:00:00-04:00,7406.569912336632,7393.632412336632,7406.569912336632,5.75,8.625,8.625,12.9375,12.9375,12.9375,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,140_lower,2018-07-23,2018,build_years,lower,2018-07-22 21:00:00-04:00,2018-07-23 09:40:00-04:00,7346.6858821268015,7318.9358821268015,7346.6858821268015,18.5,27.75,27.75,41.625,-27.75,-27.75,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,142_upper,2018-07-24,2018,build_years,upper,2018-07-23 19:52:00-04:00,2018-07-23 21:31:00-04:00,7438.102087580435,7438.102087580435,7438.102087580435,10.5,15.75,15.75,23.625,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,137_upper,2018-07-24,2018,build_years,upper,2018-07-23 21:45:00-04:00,2018-07-24 03:07:00-04:00,7442.534348931817,7425.659348931817,7442.534348931817,7.5,11.25,11.25,16.875,16.875,16.875,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,140_upper,2018-07-24,2018,build_years,upper,2018-07-24 09:36:00-04:00,2018-07-24 11:08:00-04:00,7478.0641178731985,7435.8766178731985,7478.0641178731985,18.75,28.125,28.125,42.1875,42.1875,42.1875,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,136_lower,2018-07-30,2018,build_years,lower,2018-07-30 09:44:00-04:00,2018-07-30 10:35:00-04:00,7226.908261951898,7226.908261951898,7226.908261951898,20.5,30.75,30.75,46.125,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,153_upper,2018-08-07,2018,build_years,upper,2018-08-06 23:02:00-04:00,2018-08-07 00:41:00-04:00,7459.432390640652,7459.432390640652,7459.432390640652,5.5,8.25,8.25,12.375,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,146_upper,2018-08-07,2018,build_years,upper,2018-08-07 09:35:00-04:00,2018-08-07 09:45:00-04:00,7482.682503501307,7471.432503501307,7482.682503501307,5.0,7.5,7.5,11.25,11.25,11.25,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,156_lower,2018-08-10,2018,build_years,lower,2018-08-10 06:04:00-04:00,2018-08-10 09:02:00-04:00,7424.720023865139,7424.720023865139,7424.720023865139,21.0,31.5,31.5,47.25,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,161_lower,2018-08-17,2018,build_years,lower,2018-08-17 08:08:00-04:00,2018-08-17 09:28:00-04:00,7360.173904777643,7360.173904777643,7360.173904777643,10.25,15.375,15.375,23.0625,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,164_lower,2018-08-22,2018,build_years,lower,2018-08-21 19:14:00-04:00,2018-08-22 06:13:00-04:00,7352.896833553673,7394.521833553673,7352.896833553673,18.5,27.75,27.75,41.625,41.625,41.625,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,165_upper,2018-08-23,2018,build_years,upper,2018-08-23 09:42:00-04:00,2018-08-23 09:49:00-04:00,7452.447510363063,7463.322510363063,7452.447510363063,7.25,10.875,10.875,16.3125,-10.875,-10.875,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,161_upper,2018-08-23,2018,build_years,upper,2018-08-23 09:53:00-04:00,2018-08-23 11:07:00-04:00,7466.576095222357,7450.263595222357,7466.576095222357,7.25,10.875,10.875,16.3125,16.3125,16.3125,,,missing_source_not_imputed,TP,TP,False,False,100,1.1,symmetric,1.5,1.5
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,154_upper,2018-08-27,2018,build_years,upper,2018-08-26 19:44:00-04:00,2018-08-26 21:10:00-04:00,7522.8484656051105,7522.8484656051105,7522.8484656051105,18.75,28.125,28.125,42.1875,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,156_upper,2018-08-27,2018,build_years,upper,2018-08-27 09:30:00-04:00,2018-08-27 10:03:00-04:00,7534.904976134861,7547.279976134861,7534.904976134861,8.25,12.375,12.375,18.5625,-12.375,-12.375,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,168_upper,2018-08-29,2018,build_years,upper,2018-08-28 22:28:00-04:00,2018-08-29 00:32:00-04:00,7599.9516883498845,7599.9516883498845,7599.9516883498845,5.25,7.875,7.875,11.8125,-0.0,-0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,-0.0,-0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,173_lower,2018-09-04,2018,build_years,lower,2018-09-04 07:41:00-04:00,2018-09-04 09:30:00-04:00,7633.061168833607,7633.061168833607,7633.061168833607,14.5,21.75,21.75,32.625,0.0,0.0,,,missing_source_not_imputed,BE,BE,False,False,100,1.1,symmetric,0.0,0.0
1_5rr,primary_150r,OG_PRIMARY_150R,1.5,171_lower,2018-09-04,2018,build_years,lower,2018-09-04 09:39:00-04:00,2018-09-04 09:42:00-04:00,7604.500703523443,7590.250703523443,7604.500703523443,9.5,14.25,14.25,21.375,-14.25,-14.25,,,missing_source_not_imputed,SL,SL,False,False,100,1.1,symmetric,-1.0,-1.0
