mismatch_class,identity,level_id_ref,level_id_codex,side_ref,side_codex,touch_ref,touch_codex,exit_ref,exit_codex,pnl_ref,pnl_codex,net_impact_ref_minus_codex
reference_only,1463_upper|upper|2023-09-08 13:50:00+00:00,1463_upper,,upper,,2023-09-08 13:50:00+00:00,,BE,,-0.0,,-0.0
reference_only,1464_upper|upper|2023-09-11 00:00:00+00:00,1464_upper,,upper,,2023-09-11 00:00:00+00:00,,TP,,22.875,,22.875
reference_only,1465_lower|lower|2023-09-13 12:30:00+00:00,1465_lower,,lower,,2023-09-13 12:30:00+00:00,,TP,,75.0,,75.0
reference_only,1517_upper|upper|2023-12-11 00:00:00+00:00,1517_upper,,upper,,2023-12-11 00:00:00+00:00,,TP,,48.375,,48.375
same_entry_different_exit,1522_upper|upper|2023-12-11 14:33:00+00:00,1522_upper,1522:upper,upper,upper,2023-12-11 14:33:00+00:00,2023-12-11 14:33:00+00:00,SL,cutoff,-40.125,-107.95328116026212,67.82828116026212
codex_only,1523_upper|upper|2023-12-08 02:02:00+00:00,,1523:upper,,upper,,2023-12-08 02:02:00+00:00,,TP,,27.0,-27.0
reference_only,1524_upper|upper|2023-12-08 15:11:00+00:00,1524_upper,,upper,,2023-12-08 15:11:00+00:00,,cutoff,,-21.736666097920537,,-21.736666097920537
same_entry_different_exit,1530_upper|upper|2023-12-12 00:21:00+00:00,1530_upper,1530:upper,upper,upper,2023-12-12 00:21:00+00:00,2023-12-12 00:21:00+00:00,BE,TP,-0.0,200.0,-200.0
reference_only,157_upper|upper|2018-08-24 14:35:00+00:00,157_upper,,upper,,2018-08-24 14:35:00+00:00,,cutoff,,-12.42065241531236,,-12.42065241531236
codex_only,1588_upper|upper|2024-03-08 02:16:00+00:00,,1588:upper,,upper,,2024-03-08 02:16:00+00:00,,TP,,29.625,-29.625
codex_only,1591_lower|lower|2024-03-11 08:16:00+00:00,,1591:lower,,lower,,2024-03-11 08:16:00+00:00,,TP,,200.0,-200.0
reference_only,1591_upper|upper|2024-03-08 15:00:00+00:00,1591_upper,,upper,,2024-03-08 15:00:00+00:00,,BE,,-0.0,,-0.0
codex_only,1595_lower|lower|2024-03-14 00:55:00+00:00,,1595:lower,,lower,,2024-03-14 00:55:00+00:00,,TP,,32.25,-32.25
codex_only,160_upper|upper|2018-08-24 14:45:00+00:00,,160:upper,,upper,,2018-08-24 14:45:00+00:00,,cutoff,,-6.2186394473101245,6.2186394473101245
codex_only,1660_upper|upper|2024-06-13 23:22:00+00:00,,1660:upper,,upper,,2024-06-13 23:22:00+00:00,,TP,,34.125,-34.125
reference_only,1660_upper|upper|2024-06-17 00:00:00+00:00,1660_upper,,upper,,2024-06-17 00:00:00+00:00,,TP,,28.875,,28.875
reference_only,1718_upper|upper|2024-09-16 00:00:00+00:00,1718_upper,,upper,,2024-09-16 00:00:00+00:00,,BE,,-0.0,,-0.0
codex_only,1720_upper|upper|2024-09-11 23:24:00+00:00,,1720:upper,,upper,,2024-09-11 23:24:00+00:00,,TP,,35.25,-35.25
reference_only,1720_upper|upper|2024-09-12 04:34:00+00:00,1720_upper,,upper,,2024-09-12 04:34:00+00:00,,TP,,61.875,,61.875
reference_only,1727_upper|upper|2024-09-19 06:25:00+00:00,1727_upper,,upper,,2024-09-19 06:25:00+00:00,,SL,,-73.125,,-73.125
codex_only,1727_upper|upper|2024-09-19 11:40:00+00:00,,1727:upper,,upper,,2024-09-19 11:40:00+00:00,,SL,,-57.0,57.0
codex_only,1729_upper|upper|2024-09-19 07:58:00+00:00,,1729:upper,,upper,,2024-09-19 07:58:00+00:00,,BE,,-0.0,0.0
reference_only,176_upper|upper|2018-09-14 06:25:00+00:00,176_upper,,upper,,2018-09-14 06:25:00+00:00,,TP,,15.75,,15.75
codex_only,176_upper|upper|2018-09-14 06:26:00+00:00,,176:upper,,upper,,2018-09-14 06:26:00+00:00,,BE,,-0.0,0.0
codex_only,1789_upper|upper|2024-12-13 04:11:00+00:00,,1789:upper,,upper,,2024-12-13 04:11:00+00:00,,TP,,43.125,-43.125
reference_only,1789_upper|upper|2024-12-13 14:43:00+00:00,1789_upper,,upper,,2024-12-13 14:43:00+00:00,,TP,,44.625,,44.625
codex_only,180_lower|lower|2018-09-17 23:21:00+00:00,,180:lower,,lower,,2018-09-17 23:21:00+00:00,,BE,,0.0,0.0
reference_only,182_lower|lower|2018-09-17 13:36:00+00:00,182_lower,,lower,,2018-09-17 13:36:00+00:00,,SL,,-13.125,,-13.125
codex_only,1849_upper|upper|2025-03-17 10:39:00+00:00,,1849:upper,,upper,,2025-03-17 10:39:00+00:00,,TP,,200.0,-200.0
codex_only,1851_upper|upper|2025-03-17 10:50:00+00:00,,1851:upper,,upper,,2025-03-17 10:50:00+00:00,,TP,,200.0,-200.0
codex_only,1852_upper|upper|2025-03-17 08:48:00+00:00,,1852:upper,,upper,,2025-03-17 08:48:00+00:00,,TP,,200.0,-200.0
reference_only,1852_upper|upper|2025-03-17 13:40:00+00:00,1852_upper,,upper,,2025-03-17 13:40:00+00:00,,TP,,177.375,,177.375
codex_only,1915_upper|upper|2025-06-16 13:32:00+00:00,,1915:upper,,upper,,2025-06-16 13:32:00+00:00,,cutoff,,-74.59291976779059,74.59291976779059
reference_only,1916_upper|upper|2025-06-16 07:07:00+00:00,1916_upper,,upper,,2025-06-16 07:07:00+00:00,,SL,,-78.375,,-78.375
codex_only,1916_upper|upper|2025-06-16 07:08:00+00:00,,1916:upper,,upper,,2025-06-16 07:08:00+00:00,,TP,,200.0,-200.0
codex_only,1917_lower|lower|2025-06-17 23:54:00+00:00,,1917:lower,,lower,,2025-06-17 23:54:00+00:00,,TP,,116.25,-116.25
reference_only,1917_lower|lower|2025-06-19 13:05:00+00:00,1917_lower,,lower,,2025-06-19 13:05:00+00:00,,cutoff,,-38.51368658431966,,-38.51368658431966
reference_only,1918_lower|lower|2025-06-19 01:04:00+00:00,1918_lower,,lower,,2025-06-19 01:04:00+00:00,,BE,,0.0,,0.0
codex_only,1919_lower|lower|2025-06-19 10:09:00+00:00,,1919:lower,,lower,,2025-06-19 10:09:00+00:00,,TP,,40.5,-40.5
same_entry_different_exit,1962_upper|upper|2025-09-10 12:30:00+00:00,1962_upper,1962:upper,upper,upper,2025-09-10 12:30:00+00:00,2025-09-10 12:30:00+00:00,SL,TP,-52.5,52.5,-105.0
reference_only,1976_upper|upper|2025-09-15 00:00:00+00:00,1976_upper,,upper,,2025-09-15 00:00:00+00:00,,BE,,-0.0,,-0.0
reference_only,1982_upper|upper|2025-09-18 07:55:00+00:00,1982_upper,,upper,,2025-09-18 07:55:00+00:00,,SL,,-58.875,,-58.875
codex_only,1982_upper|upper|2025-09-18 14:19:00+00:00,,1982:upper,,upper,,2025-09-18 14:19:00+00:00,,BE,,-0.0,0.0
codex_only,1984_upper|upper|2025-09-18 12:26:00+00:00,,1984:upper,,upper,,2025-09-18 12:26:00+00:00,,TP,,82.875,-82.875
codex_only,1995_upper|upper|2025-10-24 12:30:00+00:00,,1995:upper,,upper,,2025-10-24 12:30:00+00:00,,SL,,-34.875,34.875
codex_only,2023_upper|upper|2025-12-09 07:44:00+00:00,,2023:upper,,upper,,2025-12-09 07:44:00+00:00,,TP,,62.25,-62.25
codex_only,2034_lower|lower|2025-12-16 03:39:00+00:00,,2034:lower,,lower,,2025-12-16 03:39:00+00:00,,TP,,200.0,-200.0
codex_only,2035_lower|lower|2025-12-16 02:35:00+00:00,,2035:lower,,lower,,2025-12-16 02:35:00+00:00,,BE,,0.0,0.0
reference_only,2035_lower|lower|2025-12-17 15:52:00+00:00,2035_lower,,lower,,2025-12-17 15:52:00+00:00,,cutoff,,-107.3813558302536,,-107.3813558302536
codex_only,2043_upper|upper|2025-12-12 04:18:00+00:00,,2043:upper,,upper,,2025-12-12 04:18:00+00:00,,TP,,50.625,-50.625
reference_only,2044_upper|upper|2025-12-26 00:13:00+00:00,2044_upper,,upper,,2025-12-26 00:13:00+00:00,,BE,,-0.0,,-0.0
reference_only,2046_lower|lower|2025-12-16 07:37:00+00:00,2046_lower,,lower,,2025-12-16 07:37:00+00:00,,TP,,48.0,,48.0
codex_only,2049_lower|lower|2025-12-17 15:58:00+00:00,,2049:lower,,lower,,2025-12-17 15:58:00+00:00,,cutoff,,-81.03988148118515,81.03988148118515
codex_only,2110_lower|lower|2026-03-19 13:30:00+00:00,,2110:lower,,lower,,2026-03-19 13:30:00+00:00,,TP,,200.0,-200.0
reference_only,2110_upper|upper|2026-04-10 00:59:00+00:00,2110_upper,,upper,,2026-04-10 00:59:00+00:00,,TP,,67.5,,67.5
codex_only,2110_upper|upper|2026-04-10 12:29:00+00:00,,2110:upper,,upper,,2026-04-10 12:29:00+00:00,,TP,,60.75,-60.75
reference_only,2111_upper|upper|2026-04-10 12:29:00+00:00,2111_upper,,upper,,2026-04-10 12:29:00+00:00,,TP,,60.75,,60.75
codex_only,2112_upper|upper|2026-04-10 01:30:00+00:00,,2112:upper,,upper,,2026-04-10 01:30:00+00:00,,BE,,-0.0,0.0
codex_only,244_lower|lower|2018-12-14 01:03:00+00:00,,244:lower,,lower,,2018-12-14 01:03:00+00:00,,SL,,-87.0,87.0
reference_only,245_lower|lower|2018-12-14 02:06:00+00:00,245_lower,,lower,,2018-12-14 02:06:00+00:00,,BE,,0.0,,0.0
reference_only,289_lower|lower|2019-03-08 13:30:00+00:00,289_lower,,lower,,2019-03-08 13:30:00+00:00,,SL,,-17.625,,-17.625
codex_only,297_lower|lower|2019-03-08 06:15:00+00:00,,297:lower,,lower,,2019-03-08 06:15:00+00:00,,SL,,-58.125,58.125
codex_only,371_upper|upper|2019-06-17 13:55:00+00:00,,371:upper,,upper,,2019-06-17 13:55:00+00:00,,cutoff,,12.424729812347325,-12.424729812347325
same_exit_different_pnl,372_upper|upper|2019-06-18 08:18:00+00:00,372_upper,372:upper,upper,upper,2019-06-18 08:18:00+00:00,2019-06-18 08:18:00+00:00,SL,SL,-38.625,-76.5,37.875
reference_only,373_upper|upper|2019-06-17 13:53:00+00:00,373_upper,,upper,,2019-06-17 13:53:00+00:00,,cutoff,,2.4113085016415425,,2.4113085016415425
same_entry_different_exit,375_upper|upper|2019-06-20 03:49:00+00:00,375_upper,375:upper,upper,upper,2019-06-20 03:49:00+00:00,2019-06-20 03:49:00+00:00,BE,TP,-0.0,24.75,-24.75
reference_only,40_upper|upper|2018-03-09 13:36:00+00:00,40_upper,,upper,,2018-03-09 13:36:00+00:00,,TP,,9.75,,9.75
codex_only,40_upper|upper|2018-03-09 15:08:00+00:00,,40:upper,,upper,,2018-03-09 15:08:00+00:00,,SL,,-52.5,52.5
reference_only,41_upper|upper|2018-03-09 01:09:00+00:00,41_upper,,upper,,2018-03-09 01:09:00+00:00,,TP,,21.375,,21.375
codex_only,41_upper|upper|2018-03-09 01:22:00+00:00,,41:upper,,upper,,2018-03-09 01:22:00+00:00,,BE,,-0.0,0.0
codex_only,42_upper|upper|2018-03-08 14:08:00+00:00,,42:upper,,upper,,2018-03-08 14:08:00+00:00,,BE,,-0.0,0.0
reference_only,45_upper|upper|2018-03-09 00:00:00+00:00,45_upper,,upper,,2018-03-09 00:00:00+00:00,,BE,,-0.0,,-0.0
codex_only,46_upper|upper|2018-03-08 06:37:00+00:00,,46:upper,,upper,,2018-03-08 06:37:00+00:00,,TP,,7.5,-7.5
reference_only,46_upper|upper|2018-03-08 07:11:00+00:00,46_upper,,upper,,2018-03-08 07:11:00+00:00,,SL,,-16.5,,-16.5
reference_only,472_upper|upper|2019-11-04 02:37:00+00:00,472_upper,,upper,,2019-11-04 02:37:00+00:00,,cutoff,,-0.2500293735974992,,-0.2500293735974992
codex_only,473_upper|upper|2019-11-04 10:02:00+00:00,,473:upper,,upper,,2019-11-04 10:02:00+00:00,,SL,,-16.875,16.875
codex_only,477_upper|upper|2019-11-15 02:56:00+00:00,,477:upper,,upper,,2019-11-15 02:56:00+00:00,,TP,,16.125,-16.125
codex_only,498_upper|upper|2019-12-12 01:38:00+00:00,,498:upper,,upper,,2019-12-12 01:38:00+00:00,,TP,,16.125,-16.125
reference_only,498_upper|upper|2019-12-12 14:38:00+00:00,498_upper,,upper,,2019-12-12 14:38:00+00:00,,SL,,-33.0,,-33.0
codex_only,4_upper|upper|2018-01-09 12:29:00+00:00,,4:upper,,upper,,2018-01-09 12:29:00+00:00,,BE,,-0.0,0.0
reference_only,4_upper|upper|2018-01-09 13:26:00+00:00,4_upper,,upper,,2018-01-09 13:26:00+00:00,,TP,,8.625,,8.625
codex_only,501_upper|upper|2019-12-12 14:38:00+00:00,,501:upper,,upper,,2019-12-12 14:38:00+00:00,,SL,,-33.0,33.0
reference_only,502_upper|upper|2019-12-13 10:31:00+00:00,502_upper,,upper,,2019-12-13 10:31:00+00:00,,TP,,13.5,,13.5
codex_only,502_upper|upper|2019-12-13 10:35:00+00:00,,502:upper,,upper,,2019-12-13 10:35:00+00:00,,TP,,52.125,-52.125
codex_only,503_upper|upper|2019-12-16 14:42:00+00:00,,503:upper,,upper,,2019-12-16 14:42:00+00:00,,cutoff,,-11.346940473154971,11.346940473154971
reference_only,503_upper|upper|2019-12-16 14:45:00+00:00,503_upper,,upper,,2019-12-16 14:45:00+00:00,,SL,,-14.25,,-14.25
codex_only,555_lower|lower|2020-03-09 13:30:00+00:00,,555:lower,,lower,,2020-03-09 13:30:00+00:00,,SL,,-12.375,12.375
codex_only,561_lower|lower|2020-03-12 12:11:00+00:00,,561:lower,,lower,,2020-03-12 12:11:00+00:00,,BE,,0.0,0.0
reference_only,561_lower|lower|2020-03-12 13:30:00+00:00,561_lower,,lower,,2020-03-12 13:30:00+00:00,,SL,,-6.375,,-6.375
reference_only,621_lower|lower|2020-06-15 05:36:00+00:00,621_lower,,lower,,2020-06-15 05:36:00+00:00,,SL,,-64.5,,-64.5
codex_only,621_lower|lower|2020-06-15 05:37:00+00:00,,621:lower,,lower,,2020-06-15 05:37:00+00:00,,TP,,86.625,-86.625
reference_only,629_upper|upper|2020-06-16 12:57:00+00:00,629_upper,,upper,,2020-06-16 12:57:00+00:00,,TP,,55.125,,55.125
codex_only,629_upper|upper|2020-06-17 07:27:00+00:00,,629:upper,,upper,,2020-06-17 07:27:00+00:00,,cutoff,,3.605141994416044,-3.605141994416044
same_exit_different_pnl,754_upper|upper|2020-12-17 07:21:00+00:00,754_upper,754:upper,upper,upper,2020-12-17 07:21:00+00:00,2020-12-17 07:21:00+00:00,SL,SL,-11.25,-13.875,2.625
codex_only,818_upper|upper|2021-03-16 13:56:00+00:00,,818:upper,,upper,,2021-03-16 13:56:00+00:00,,SL,,-55.125,55.125
reference_only,820_upper|upper|2021-03-16 01:16:00+00:00,820_upper,,upper,,2021-03-16 01:16:00+00:00,,SL,,-42.75,,-42.75
codex_only,821_upper|upper|2021-03-16 06:55:00+00:00,,821:upper,,upper,,2021-03-16 06:55:00+00:00,,TP,,43.125,-43.125
codex_only,881_upper|upper|2021-06-14 11:09:00+00:00,,881:upper,,upper,,2021-06-14 11:09:00+00:00,,TP,,41.25,-41.25
codex_only,882_upper|upper|2021-06-14 07:03:00+00:00,,882:upper,,upper,,2021-06-14 07:03:00+00:00,,BE,,-0.0,0.0
reference_only,882_upper|upper|2021-06-14 10:38:00+00:00,882_upper,,upper,,2021-06-14 10:38:00+00:00,,TP,,15.75,,15.75
codex_only,885_upper|upper|2021-06-15 00:43:00+00:00,,885:upper,,upper,,2021-06-15 00:43:00+00:00,,TP,,20.25,-20.25
reference_only,885_upper|upper|2021-06-15 01:15:00+00:00,885_upper,,upper,,2021-06-15 01:15:00+00:00,,BE,,-0.0,,-0.0
reference_only,941_lower|lower|2021-09-13 05:07:00+00:00,941_lower,,lower,,2021-09-13 05:07:00+00:00,,TP,,13.5,,13.5
codex_only,941_lower|lower|2021-09-13 05:10:00+00:00,,941:lower,,lower,,2021-09-13 05:10:00+00:00,,TP,,23.625,-23.625
