candidate_id,family,scale,gamma,a_tp_mult,b_sl_mult,qualifying_touches,executed,skipped_position_open,TP,SL,cutoff,win_rate,net_pts,avg_pnl,median_pnl,avg_R,median_R,PF_pts,PF_R,max_dd_pts,max_dd_R,yearly_json
simple|scale=S4_geomean|gamma=-0.15|a=1.00|b=0.50,simple,S4_geomean,-0.15,1.0,0.5,3144,2507,637,765,1627,115,0.33466294375747907,-1976.66,-0.7885,-11.75,-0.0931,-1.0354,0.945,0.8683,-2466.45,-248.7115,"[{""year"": 2018, ""n"": 311, ""net_pts"": -380.55, ""PF"": 0.8363, ""avg_R"": -0.1313}, {""year"": 2019, ""n"": 283, ""net_pts"": -674.38, ""PF"": 0.6583, ""avg_R"": -0.3479}, {""year"": 2020, ""n"": 287, ""net_pts"": -676.72, ""PF"": 0.8444, ""avg_R"": -0.2085}, {""year"": 2021, ""n"": 292, ""net_pts"": 731.01, ""PF"": 1.212, ""avg_R"": 0.0547}, {""year"": 2022, ""n"": 310, ""net_pts"": 198.96, ""PF"": 1.0349, ""avg_R"": 0.0131}, {""year"": 2023, ""n"": 298, ""net_pts"": 643.53, ""PF"": 1.1874, ""avg_R"": 0.0682}, {""year"": 2024, ""n"": 329, ""net_pts"": -1478.39, ""PF"": 0.7358, ""avg_R"": -0.202}, {""year"": 2025, ""n"": 280, ""net_pts"": -531.16, ""PF"": 0.9123, ""avg_R"": -0.0389}, {""year"": 2026, ""n"": 117, ""net_pts"": 191.04, ""PF"": 1.0619, ""avg_R"": 0.0225}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.00|b=0.75,simple,S4_geomean,-0.15,1.0,0.75,3144,2358,786,897,1303,158,0.41518235793044955,-3422.47,-1.4514,-12.0,-0.0902,-1.0167,0.9202,0.8491,-4569.0,-238.9601,"[{""year"": 2018, ""n"": 292, ""net_pts"": -896.41, ""PF"": 0.6937, ""avg_R"": -0.1886}, {""year"": 2019, ""n"": 265, ""net_pts"": -851.02, ""PF"": 0.6422, ""avg_R"": -0.3049}, {""year"": 2020, ""n"": 273, ""net_pts"": -49.42, ""PF"": 0.9898, ""avg_R"": -0.1097}, {""year"": 2021, ""n"": 277, ""net_pts"": 453.13, ""PF"": 1.1081, ""avg_R"": 0.0126}, {""year"": 2022, ""n"": 299, ""net_pts"": -248.76, ""PF"": 0.9646, ""avg_R"": -0.0144}, {""year"": 2023, ""n"": 278, ""net_pts"": 315.89, ""PF"": 1.077, ""avg_R"": 0.0296}, {""year"": 2024, ""n"": 300, ""net_pts"": -1964.09, ""PF"": 0.7066, ""avg_R"": -0.1946}, {""year"": 2025, ""n"": 264, ""net_pts"": -1117.24, ""PF"": 0.8522, ""avg_R"": -0.05}, {""year"": 2026, ""n"": 110, ""net_pts"": 935.44, ""PF"": 1.2931, ""avg_R"": 0.157}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.00|b=1.00,simple,S4_geomean,-0.15,1.0,1.0,3144,2271,873,999,1057,215,0.4852487890797006,-1921.25,-0.846,-5.0659,-0.0664,-0.1873,0.9583,0.869,-3601.68,-176.5761,"[{""year"": 2018, ""n"": 279, ""net_pts"": -1087.96, ""PF"": 0.6673, ""avg_R"": -0.1573}, {""year"": 2019, ""n"": 260, ""net_pts"": -817.67, ""PF"": 0.685, ""avg_R"": -0.2364}, {""year"": 2020, ""n"": 264, ""net_pts"": 206.43, ""PF"": 1.04, ""avg_R"": -0.0928}, {""year"": 2021, ""n"": 263, ""net_pts"": 221.2, ""PF"": 1.0478, ""avg_R"": 0.0099}, {""year"": 2022, ""n"": 286, ""net_pts"": -267.47, ""PF"": 0.9645, ""avg_R"": -0.0236}, {""year"": 2023, ""n"": 266, ""net_pts"": 507.43, ""PF"": 1.1179, ""avg_R"": 0.0398}, {""year"": 2024, ""n"": 289, ""net_pts"": -1595.42, ""PF"": 0.7771, ""avg_R"": -0.1323}, {""year"": 2025, ""n"": 256, ""net_pts"": -126.48, ""PF"": 0.984, ""avg_R"": -0.0075}, {""year"": 2026, ""n"": 108, ""net_pts"": 1038.69, ""PF"": 1.2972, ""avg_R"": 0.1181}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.00|b=1.25,simple,S4_geomean,-0.15,1.0,1.25,3144,2199,945,1060,884,255,0.5302410186448385,-1843.23,-0.8382,8.25,-0.0594,0.2543,0.9621,0.8667,-3661.19,-153.5182,"[{""year"": 2018, ""n"": 269, ""net_pts"": -1212.09, ""PF"": 0.6577, ""avg_R"": -0.1383}, {""year"": 2019, ""n"": 249, ""net_pts"": -1001.39, ""PF"": 0.6442, ""avg_R"": -0.228}, {""year"": 2020, ""n"": 256, ""net_pts"": 244.98, ""PF"": 1.0447, ""avg_R"": -0.091}, {""year"": 2021, ""n"": 256, ""net_pts"": 486.37, ""PF"": 1.1013, ""avg_R"": 0.0182}, {""year"": 2022, ""n"": 276, ""net_pts"": -389.62, ""PF"": 0.9507, ""avg_R"": -0.0266}, {""year"": 2023, ""n"": 258, ""net_pts"": 482.63, ""PF"": 1.1074, ""avg_R"": 0.0424}, {""year"": 2024, ""n"": 279, ""net_pts"": -1615.52, ""PF"": 0.7875, ""avg_R"": -0.1201}, {""year"": 2025, ""n"": 250, ""net_pts"": 14.2, ""PF"": 1.0017, ""avg_R"": 0.0038}, {""year"": 2026, ""n"": 106, ""net_pts"": 1147.2, ""PF"": 1.3109, ""avg_R"": 0.1028}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.00|b=1.50,simple,S4_geomean,-0.15,1.0,1.5,3144,2129,1015,1097,752,280,0.5641146077970879,-1916.62,-0.9002,12.5,-0.0569,0.614,0.9617,0.8577,-4227.82,-144.8973,"[{""year"": 2018, ""n"": 262, ""net_pts"": -1186.92, ""PF"": 0.6762, ""avg_R"": -0.1191}, {""year"": 2019, ""n"": 235, ""net_pts"": -1054.46, ""PF"": 0.6379, ""avg_R"": -0.2083}, {""year"": 2020, ""n"": 247, ""net_pts"": -2.17, ""PF"": 0.9996, ""avg_R"": -0.103}, {""year"": 2021, ""n"": 245, ""net_pts"": 186.65, ""PF"": 1.0375, ""avg_R"": -0.0129}, {""year"": 2022, ""n"": 273, ""net_pts"": -570.19, ""PF"": 0.9323, ""avg_R"": -0.0358}, {""year"": 2023, ""n"": 253, ""net_pts"": 189.47, ""PF"": 1.0391, ""avg_R"": 0.0276}, {""year"": 2024, ""n"": 267, ""net_pts"": -1576.96, ""PF"": 0.7954, ""avg_R"": -0.1048}, {""year"": 2025, ""n"": 243, ""net_pts"": 467.52, ""PF"": 1.0566, ""avg_R"": 0.0161}, {""year"": 2026, ""n"": 104, ""net_pts"": 1630.43, ""PF"": 1.4696, ""avg_R"": 0.1388}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.00|b=1.75,simple,S4_geomean,-0.15,1.0,1.75,3144,2074,1070,1119,640,315,0.5877531340405014,-2133.46,-1.0287,14.5,-0.0536,0.5368,0.9582,0.8516,-4569.04,-132.7739,"[{""year"": 2018, ""n"": 255, ""net_pts"": -1407.4, ""PF"": 0.6396, ""avg_R"": -0.129}, {""year"": 2019, ""n"": 229, ""net_pts"": -1135.87, ""PF"": 0.6202, ""avg_R"": -0.2027}, {""year"": 2020, ""n"": 238, ""net_pts"": -232.58, ""PF"": 0.9604, ""avg_R"": -0.1062}, {""year"": 2021, ""n"": 244, ""net_pts"": 264.43, ""PF"": 1.0524, ""avg_R"": -0.0057}, {""year"": 2022, ""n"": 267, ""net_pts"": -725.75, ""PF"": 0.9164, ""avg_R"": -0.0286}, {""year"": 2023, ""n"": 248, ""net_pts"": 347.76, ""PF"": 1.0721, ""avg_R"": 0.0274}, {""year"": 2024, ""n"": 257, ""net_pts"": -1460.4, ""PF"": 0.8119, ""avg_R"": -0.0835}, {""year"": 2025, ""n"": 233, ""net_pts"": 273.31, ""PF"": 1.0321, ""avg_R"": 0.0053}, {""year"": 2026, ""n"": 103, ""net_pts"": 1943.04, ""PF"": 1.5707, ""avg_R"": 0.1548}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.00|b=2.00,simple,S4_geomean,-0.15,1.0,2.0,3144,2024,1120,1132,554,338,0.6091897233201581,-2147.61,-1.0611,15.9252,-0.0489,0.4732,0.9582,0.8508,-5011.7,-121.8527,"[{""year"": 2018, ""n"": 253, ""net_pts"": -1118.01, ""PF"": 0.7056, ""avg_R"": -0.1}, {""year"": 2019, ""n"": 220, ""net_pts"": -1140.27, ""PF"": 0.6207, ""avg_R"": -0.1943}, {""year"": 2020, ""n"": 231, ""net_pts"": -402.19, ""PF"": 0.9312, ""avg_R"": -0.1064}, {""year"": 2021, ""n"": 236, ""net_pts"": 382.19, ""PF"": 1.0772, ""avg_R"": -0.003}, {""year"": 2022, ""n"": 260, ""net_pts"": -391.13, ""PF"": 0.954, ""avg_R"": -0.0038}, {""year"": 2023, ""n"": 240, ""net_pts"": -100.58, ""PF"": 0.9806, ""avg_R"": -0.002}, {""year"": 2024, ""n"": 254, ""net_pts"": -1931.28, ""PF"": 0.7661, ""avg_R"": -0.0912}, {""year"": 2025, ""n"": 228, ""net_pts"": 695.57, ""PF"": 1.0835, ""avg_R"": 0.0239}, {""year"": 2026, ""n"": 102, ""net_pts"": 1858.08, ""PF"": 1.5252, ""avg_R"": 0.1332}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.25|b=0.50,simple,S4_geomean,-0.15,1.25,0.5,3144,2489,655,647,1708,134,0.2969063881076738,-2233.97,-0.8975,-13.0,-0.082,-1.0381,0.9412,0.8903,-3084.23,-238.8508,"[{""year"": 2018, ""n"": 311, ""net_pts"": -88.3, ""PF"": 0.963, ""avg_R"": -0.0297}, {""year"": 2019, ""n"": 283, ""net_pts"": -546.46, ""PF"": 0.7312, ""avg_R"": -0.2864}, {""year"": 2020, ""n"": 283, ""net_pts"": -837.35, ""PF"": 0.8161, ""avg_R"": -0.2089}, {""year"": 2021, ""n"": 290, ""net_pts"": 669.32, ""PF"": 1.1803, ""avg_R"": 0.0581}, {""year"": 2022, ""n"": 308, ""net_pts"": 190.62, ""PF"": 1.0316, ""avg_R"": 0.0132}, {""year"": 2023, ""n"": 294, ""net_pts"": 562.73, ""PF"": 1.1544, ""avg_R"": 0.0398}, {""year"": 2024, ""n"": 326, ""net_pts"": -1576.34, ""PF"": 0.7318, ""avg_R"": -0.2255}, {""year"": 2025, ""n"": 277, ""net_pts"": -1140.38, ""PF"": 0.8262, ""avg_R"": -0.0892}, {""year"": 2026, ""n"": 117, ""net_pts"": 532.2, ""PF"": 1.1656, ""avg_R"": 0.0941}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.25|b=0.75,simple,S4_geomean,-0.15,1.25,0.75,3144,2329,815,770,1368,191,0.377844568484328,-2858.28,-1.2273,-14.25,-0.0717,-1.0198,0.9369,0.8871,-4210.55,-195.3779,"[{""year"": 2018, ""n"": 290, ""net_pts"": -652.66, ""PF"": 0.7819, ""avg_R"": -0.1327}, {""year"": 2019, ""n"": 265, ""net_pts"": -708.46, ""PF"": 0.7107, ""avg_R"": -0.2584}, {""year"": 2020, ""n"": 267, ""net_pts"": -55.8, ""PF"": 0.989, ""avg_R"": -0.096}, {""year"": 2021, ""n"": 273, ""net_pts"": 764.27, ""PF"": 1.1741, ""avg_R"": 0.0588}, {""year"": 2022, ""n"": 296, ""net_pts"": 339.35, ""PF"": 1.0466, ""avg_R"": 0.0362}, {""year"": 2023, ""n"": 273, ""net_pts"": 290.44, ""PF"": 1.0667, ""avg_R"": 0.0215}, {""year"": 2024, ""n"": 296, ""net_pts"": -1948.76, ""PF"": 0.7227, ""avg_R"": -0.2071}, {""year"": 2025, ""n"": 261, ""net_pts"": -1901.63, ""PF"": 0.7712, ""avg_R"": -0.0923}, {""year"": 2026, ""n"": 108, ""net_pts"": 1014.97, ""PF"": 1.2966, ""avg_R"": 0.1701}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.25|b=1.00,simple,S4_geomean,-0.15,1.25,1.0,3144,2238,906,867,1112,259,0.44682752457551383,-1256.65,-0.5615,-12.75,-0.0474,-0.813,0.9744,0.9126,-3225.56,-131.8622,"[{""year"": 2018, ""n"": 277, ""net_pts"": -869.01, ""PF"": 0.7417, ""avg_R"": -0.1146}, {""year"": 2019, ""n"": 259, ""net_pts"": -656.51, ""PF"": 0.7559, ""avg_R"": -0.1985}, {""year"": 2020, ""n"": 258, ""net_pts"": 232.36, ""PF"": 1.0427, ""avg_R"": -0.0812}, {""year"": 2021, ""n"": 259, ""net_pts"": 568.56, ""PF"": 1.1176, ""avg_R"": 0.0513}, {""year"": 2022, ""n"": 282, ""net_pts"": 245.4, ""PF"": 1.0311, ""avg_R"": 0.0144}, {""year"": 2023, ""n"": 262, ""net_pts"": 638.25, ""PF"": 1.1407, ""avg_R"": 0.0456}, {""year"": 2024, ""n"": 284, ""net_pts"": -1306.4, ""PF"": 0.8258, ""avg_R"": -0.1209}, {""year"": 2025, ""n"": 252, ""net_pts"": -1205.74, ""PF"": 0.866, ""avg_R"": -0.0364}, {""year"": 2026, ""n"": 105, ""net_pts"": 1096.43, ""PF"": 1.2895, ""avg_R"": 0.1157}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.25|b=1.25,simple,S4_geomean,-0.15,1.25,1.25,3144,2159,985,920,938,301,0.4886521537748958,-2041.93,-0.9458,-2.9083,-0.0479,-0.0934,0.9609,0.9008,-3640.98,-125.0791,"[{""year"": 2018, ""n"": 267, ""net_pts"": -955.63, ""PF"": 0.7377, ""avg_R"": -0.1006}, {""year"": 2019, ""n"": 248, ""net_pts"": -797.29, ""PF"": 0.7264, ""avg_R"": -0.187}, {""year"": 2020, ""n"": 250, ""net_pts"": 278.33, ""PF"": 1.0478, ""avg_R"": -0.0806}, {""year"": 2021, ""n"": 252, ""net_pts"": 673.8, ""PF"": 1.1308, ""avg_R"": 0.0372}, {""year"": 2022, ""n"": 272, ""net_pts"": -49.65, ""PF"": 0.9941, ""avg_R"": -0.0014}, {""year"": 2023, ""n"": 252, ""net_pts"": 580.0, ""PF"": 1.1209, ""avg_R"": 0.0443}, {""year"": 2024, ""n"": 274, ""net_pts"": -1474.82, ""PF"": 0.8165, ""avg_R"": -0.119}, {""year"": 2025, ""n"": 241, ""net_pts"": -1333.82, ""PF"": 0.8593, ""avg_R"": -0.0267}, {""year"": 2026, ""n"": 103, ""net_pts"": 1037.16, ""PF"": 1.2535, ""avg_R"": 0.0857}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.25|b=1.50,simple,S4_geomean,-0.15,1.25,1.5,3144,2090,1054,966,798,326,0.5258373205741627,-1248.5,-0.5974,8.437,-0.0409,0.1554,0.9768,0.9055,-3395.46,-108.425,"[{""year"": 2018, ""n"": 260, ""net_pts"": -956.23, ""PF"": 0.7484, ""avg_R"": -0.0896}, {""year"": 2019, ""n"": 234, ""net_pts"": -814.79, ""PF"": 0.729, ""avg_R"": -0.1647}, {""year"": 2020, ""n"": 242, ""net_pts"": 16.01, ""PF"": 1.0026, ""avg_R"": -0.0932}, {""year"": 2021, ""n"": 241, ""net_pts"": 361.33, ""PF"": 1.0676, ""avg_R"": 0.0032}, {""year"": 2022, ""n"": 268, ""net_pts"": 34.34, ""PF"": 1.0039, ""avg_R"": -0.005}, {""year"": 2023, ""n"": 248, ""net_pts"": 418.34, ""PF"": 1.0812, ""avg_R"": 0.0369}, {""year"": 2024, ""n"": 263, ""net_pts"": -1364.65, ""PF"": 0.8334, ""avg_R"": -0.0949}, {""year"": 2025, ""n"": 233, ""net_pts"": -573.41, ""PF"": 0.9389, ""avg_R"": 0.0119}, {""year"": 2026, ""n"": 101, ""net_pts"": 1630.57, ""PF"": 1.4163, ""avg_R"": 0.1242}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.25|b=1.75,simple,S4_geomean,-0.15,1.25,1.75,3144,2030,1114,977,684,369,0.5458128078817734,-2251.31,-1.109,11.9457,-0.0449,0.3015,0.9593,0.8861,-4677.22,-112.8391,"[{""year"": 2018, ""n"": 253, ""net_pts"": -1221.95, ""PF"": 0.6982, ""avg_R"": -0.1071}, {""year"": 2019, ""n"": 227, ""net_pts"": -962.52, ""PF"": 0.6884, ""avg_R"": -0.1676}, {""year"": 2020, ""n"": 233, ""net_pts"": -349.51, ""PF"": 0.9447, ""avg_R"": -0.1053}, {""year"": 2021, ""n"": 238, ""net_pts"": 311.54, ""PF"": 1.0567, ""avg_R"": -0.003}, {""year"": 2022, ""n"": 262, ""net_pts"": -243.74, ""PF"": 0.9734, ""avg_R"": -0.0054}, {""year"": 2023, ""n"": 242, ""net_pts"": 493.48, ""PF"": 1.0956, ""avg_R"": 0.0332}, {""year"": 2024, ""n"": 251, ""net_pts"": -1326.51, ""PF"": 0.841, ""avg_R"": -0.0848}, {""year"": 2025, ""n"": 224, ""net_pts"": -951.13, ""PF"": 0.903, ""avg_R"": -0.0036}, {""year"": 2026, ""n"": 100, ""net_pts"": 1999.02, ""PF"": 1.5148, ""avg_R"": 0.1465}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.25|b=2.00,simple,S4_geomean,-0.15,1.25,2.0,3144,1979,1165,991,594,394,0.5674583122789287,-2469.83,-1.248,15.25,-0.0422,0.5576,0.9559,0.8827,-4894.78,-103.7146,"[{""year"": 2018, ""n"": 251, ""net_pts"": -972.06, ""PF"": 0.757, ""avg_R"": -0.0857}, {""year"": 2019, ""n"": 218, ""net_pts"": -1028.1, ""PF"": 0.674, ""avg_R"": -0.1709}, {""year"": 2020, ""n"": 225, ""net_pts"": -505.16, ""PF"": 0.9191, ""avg_R"": -0.0972}, {""year"": 2021, ""n"": 231, ""net_pts"": 699.45, ""PF"": 1.1329, ""avg_R"": 0.011}, {""year"": 2022, ""n"": 254, ""net_pts"": -128.7, ""PF"": 0.9859, ""avg_R"": 0.0094}, {""year"": 2023, ""n"": 235, ""net_pts"": 80.53, ""PF"": 1.0147, ""avg_R"": 0.0054}, {""year"": 2024, ""n"": 248, ""net_pts"": -1845.38, ""PF"": 0.7924, ""avg_R"": -0.0953}, {""year"": 2025, ""n"": 218, ""net_pts"": -679.01, ""PF"": 0.9305, ""avg_R"": 0.0103}, {""year"": 2026, ""n"": 99, ""net_pts"": 1908.59, ""PF"": 1.4715, ""avg_R"": 0.1246}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.50|b=0.50,simple,S4_geomean,-0.15,1.5,0.5,3144,2478,666,544,1769,165,0.26715092816787733,-2728.31,-1.101,-13.75,-0.085,-1.0412,0.9307,0.8906,-3609.2,-242.7829,"[{""year"": 2018, ""n"": 309, ""net_pts"": -210.35, ""PF"": 0.917, ""avg_R"": -0.0582}, {""year"": 2019, ""n"": 283, ""net_pts"": -550.99, ""PF"": 0.7376, ""avg_R"": -0.2829}, {""year"": 2020, ""n"": 282, ""net_pts"": -706.98, ""PF"": 0.849, ""avg_R"": -0.1925}, {""year"": 2021, ""n"": 288, ""net_pts"": 676.03, ""PF"": 1.1733, ""avg_R"": 0.0652}, {""year"": 2022, ""n"": 307, ""net_pts"": -61.14, ""PF"": 0.9902, ""avg_R"": -0.0209}, {""year"": 2023, ""n"": 293, ""net_pts"": 842.36, ""PF"": 1.224, ""avg_R"": 0.0686}, {""year"": 2024, ""n"": 325, ""net_pts"": -1707.29, ""PF"": 0.7181, ""avg_R"": -0.2313}, {""year"": 2025, ""n"": 276, ""net_pts"": -1269.99, ""PF"": 0.8112, ""avg_R"": -0.0795}, {""year"": 2026, ""n"": 115, ""net_pts"": 260.03, ""PF"": 1.0777, ""avg_R"": 0.0544}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.50|b=0.75,simple,S4_geomean,-0.15,1.5,0.75,3144,2313,831,663,1423,227,0.34716817985300474,-2579.35,-1.1152,-15.75,-0.0623,-1.0221,0.9451,0.9063,-4483.66,-167.6838,"[{""year"": 2018, ""n"": 288, ""net_pts"": -820.97, ""PF"": 0.7423, ""avg_R"": -0.1508}, {""year"": 2019, ""n"": 264, ""net_pts"": -632.35, ""PF"": 0.7482, ""avg_R"": -0.2335}, {""year"": 2020, ""n"": 264, ""net_pts"": 204.68, ""PF"": 1.0392, ""avg_R"": -0.0686}, {""year"": 2021, ""n"": 271, ""net_pts"": 873.29, ""PF"": 1.1884, ""avg_R"": 0.0771}, {""year"": 2022, ""n"": 295, ""net_pts"": 376.26, ""PF"": 1.0498, ""avg_R"": 0.0429}, {""year"": 2023, ""n"": 272, ""net_pts"": 605.32, ""PF"": 1.1338, ""avg_R"": 0.0495}, {""year"": 2024, ""n"": 294, ""net_pts"": -1802.91, ""PF"": 0.7482, ""avg_R"": -0.1955}, {""year"": 2025, ""n"": 259, ""net_pts"": -2176.98, ""PF"": 0.7462, ""avg_R"": -0.0936}, {""year"": 2026, ""n"": 106, ""net_pts"": 794.3, ""PF"": 1.2184, ""avg_R"": 0.1301}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.50|b=1.00,simple,S4_geomean,-0.15,1.5,1.0,3144,2220,924,750,1168,302,0.4135135135135135,-938.05,-0.4225,-15.0,-0.0415,-1.011,0.9817,0.9276,-3614.94,-117.9568,"[{""year"": 2018, ""n"": 275, ""net_pts"": -1154.18, ""PF"": 0.6837, ""avg_R"": -0.1478}, {""year"": 2019, ""n"": 258, ""net_pts"": -573.43, ""PF"": 0.7923, ""avg_R"": -0.1805}, {""year"": 2020, ""n"": 255, ""net_pts"": 542.44, ""PF"": 1.0959, ""avg_R"": -0.0487}, {""year"": 2021, ""n"": 255, ""net_pts"": 789.83, ""PF"": 1.1561, ""avg_R"": 0.0664}, {""year"": 2022, ""n"": 281, ""net_pts"": -13.25, ""PF"": 0.9984, ""avg_R"": 0.0003}, {""year"": 2023, ""n"": 261, ""net_pts"": 1060.13, ""PF"": 1.2242, ""avg_R"": 0.08}, {""year"": 2024, ""n"": 282, ""net_pts"": -1101.88, ""PF"": 0.857, ""avg_R"": -0.1118}, {""year"": 2025, ""n"": 250, ""net_pts"": -1371.47, ""PF"": 0.8533, ""avg_R"": -0.0308}, {""year"": 2026, ""n"": 103, ""net_pts"": 883.76, ""PF"": 1.2171, ""avg_R"": 0.0846}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.50|b=1.25,simple,S4_geomean,-0.15,1.5,1.25,3144,2138,1006,804,987,347,0.4560336763330215,-1783.17,-0.834,-12.8291,-0.0402,-0.3902,0.9675,0.9216,-4241.76,-106.7426,"[{""year"": 2018, ""n"": 264, ""net_pts"": -1108.87, ""PF"": 0.716, ""avg_R"": -0.109}, {""year"": 2019, ""n"": 247, ""net_pts"": -621.01, ""PF"": 0.7908, ""avg_R"": -0.1574}, {""year"": 2020, ""n"": 247, ""net_pts"": 654.41, ""PF"": 1.1082, ""avg_R"": -0.0517}, {""year"": 2021, ""n"": 247, ""net_pts"": 681.07, ""PF"": 1.1241, ""avg_R"": 0.046}, {""year"": 2022, ""n"": 270, ""net_pts"": -27.57, ""PF"": 0.9968, ""avg_R"": -0.0016}, {""year"": 2023, ""n"": 251, ""net_pts"": 990.99, ""PF"": 1.1966, ""avg_R"": 0.076}, {""year"": 2024, ""n"": 272, ""net_pts"": -1648.88, ""PF"": 0.8042, ""avg_R"": -0.1313}, {""year"": 2025, ""n"": 239, ""net_pts"": -1522.8, ""PF"": 0.8464, ""avg_R"": -0.0228}, {""year"": 2026, ""n"": 101, ""net_pts"": 819.48, ""PF"": 1.1848, ""avg_R"": 0.0563}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.50|b=1.50,simple,S4_geomean,-0.15,1.5,1.5,3144,2067,1077,853,839,375,0.49443638122883404,-461.02,-0.223,-1.5056,-0.0303,-0.0346,0.9918,0.9342,-3147.28,-86.3171,"[{""year"": 2018, ""n"": 257, ""net_pts"": -1241.87, ""PF"": 0.7009, ""avg_R"": -0.1155}, {""year"": 2019, ""n"": 233, ""net_pts"": -652.51, ""PF"": 0.7881, ""avg_R"": -0.1378}, {""year"": 2020, ""n"": 239, ""net_pts"": 296.92, ""PF"": 1.0461, ""avg_R"": -0.0765}, {""year"": 2021, ""n"": 237, ""net_pts"": 589.64, ""PF"": 1.1048, ""avg_R"": 0.0353}, {""year"": 2022, ""n"": 266, ""net_pts"": 109.35, ""PF"": 1.0119, ""avg_R"": -0.0036}, {""year"": 2023, ""n"": 246, ""net_pts"": 952.49, ""PF"": 1.1783, ""avg_R"": 0.0702}, {""year"": 2024, ""n"": 261, ""net_pts"": -1194.48, ""PF"": 0.8591, ""avg_R"": -0.0817}, {""year"": 2025, ""n"": 230, ""net_pts"": -904.95, ""PF"": 0.9093, ""avg_R"": 0.0135}, {""year"": 2026, ""n"": 98, ""net_pts"": 1584.39, ""PF"": 1.3787, ""avg_R"": 0.1132}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.50|b=1.75,simple,S4_geomean,-0.15,1.5,1.75,3144,2001,1143,865,719,417,0.5147426286856571,-1110.55,-0.555,5.6198,-0.0354,0.0755,0.9808,0.9156,-3495.86,-95.8345,"[{""year"": 2018, ""n"": 249, ""net_pts"": -1573.29, ""PF"": 0.6469, ""avg_R"": -0.1424}, {""year"": 2019, ""n"": 226, ""net_pts"": -788.62, ""PF"": 0.75, ""avg_R"": -0.1378}, {""year"": 2020, ""n"": 228, ""net_pts"": -84.59, ""PF"": 0.9869, ""avg_R"": -0.094}, {""year"": 2021, ""n"": 234, ""net_pts"": 518.6, ""PF"": 1.0891, ""avg_R"": 0.0241}, {""year"": 2022, ""n"": 259, ""net_pts"": -274.23, ""PF"": 0.9714, ""avg_R"": -0.0086}, {""year"": 2023, ""n"": 240, ""net_pts"": 1014.38, ""PF"": 1.1883, ""avg_R"": 0.0613}, {""year"": 2024, ""n"": 249, ""net_pts"": -905.31, ""PF"": 0.8942, ""avg_R"": -0.0621}, {""year"": 2025, ""n"": 220, ""net_pts"": -966.39, ""PF"": 0.9055, ""avg_R"": 0.0055}, {""year"": 2026, ""n"": 96, ""net_pts"": 1948.9, ""PF"": 1.4686, ""avg_R"": 0.1382}]"
simple|scale=S4_geomean|gamma=-0.15|a=1.50|b=2.00,simple,S4_geomean,-0.15,1.5,2.0,3144,1949,1195,880,624,445,0.5382247306310929,-1102.5,-0.5657,10.9758,-0.0318,0.1411,0.9812,0.9171,-3624.16,-84.5276,"[{""year"": 2018, ""n"": 246, ""net_pts"": -1317.79, ""PF"": 0.7017, ""avg_R"": -0.1153}, {""year"": 2019, ""n"": 217, ""net_pts"": -782.14, ""PF"": 0.7523, ""avg_R"": -0.1404}, {""year"": 2020, ""n"": 221, ""net_pts"": -144.31, ""PF"": 0.9774, ""avg_R"": -0.0815}, {""year"": 2021, ""n"": 227, ""net_pts"": 639.76, ""PF"": 1.1109, ""avg_R"": 0.0274}, {""year"": 2022, ""n"": 251, ""net_pts"": -148.77, ""PF"": 0.9845, ""avg_R"": 0.0053}, {""year"": 2023, ""n"": 232, ""net_pts"": 564.48, ""PF"": 1.099, ""avg_R"": 0.0329}, {""year"": 2024, ""n"": 246, ""net_pts"": -1443.18, ""PF"": 0.8419, ""avg_R"": -0.0764}, {""year"": 2025, ""n"": 214, ""net_pts"": -319.27, ""PF"": 0.9681, ""avg_R"": 0.0346}, {""year"": 2026, ""n"": 95, ""net_pts"": 1848.72, ""PF"": 1.4245, ""avg_R"": 0.1172}]"
