scale,a,b,gamma,gamma_PF,control_PF,delta_PF,gamma_avg_R,control_avg_R,delta_avg_R,gamma_max_dd_R,control_max_dd_R,gamma_net_pts,control_net_pts
S2_atr60m,1.5,1.5,0.3,0.932,0.9294,0.0026000000000000467,-0.0312,-0.0327,0.0015000000000000013,-94.4039,-98.0546,-620.18,-1460.11
S2_atr60m,1.5,1.5,-0.15,0.9258,0.9294,-0.0036000000000000476,-0.0345,-0.0327,-0.001800000000000003,-97.6349,-98.0546,-1039.19,-1460.11
S2_atr60m,1.5,1.5,-0.3,0.9239,0.9294,-0.005499999999999949,-0.0354,-0.0327,-0.002700000000000001,-100.033,-98.0546,-897.26,-1460.11
S2_atr60m,1.5,1.75,0.15,0.9248,0.9248,0.0,-0.0316,-0.0317,9.999999999999593e-05,-84.2509,-84.0098,-2043.38,-1712.87
S2_atr60m,1.5,1.75,0.3,0.9255,0.9248,0.0007000000000000339,-0.0312,-0.0317,0.0005000000000000004,-83.1171,-84.0098,-1843.86,-1712.87
S2_atr60m,1.5,1.75,-0.15,0.9077,0.9248,-0.017100000000000004,-0.0395,-0.0317,-0.007800000000000001,-97.0469,-84.0098,-3203.84,-1712.87
S2_atr60m,1.5,1.75,-0.3,0.8957,0.9248,-0.029099999999999904,-0.0449,-0.0317,-0.013200000000000003,-110.0609,-84.0098,-4097.61,-1712.87
S2_atr60m,1.5,2.0,0.15,0.9075,0.9007,0.006800000000000028,-0.036,-0.0389,0.0029,-90.1208,-98.3777,-3179.39,-3067.74
S2_atr60m,1.5,2.0,0.3,0.9098,0.9007,0.009100000000000108,-0.0349,-0.0389,0.003999999999999997,-85.5287,-98.3777,-3002.01,-3067.74
S2_atr60m,1.5,2.0,-0.15,0.8888,0.9007,-0.01189999999999991,-0.044,-0.0389,-0.0051,-105.2388,-98.3777,-3528.71,-3067.74
S2_atr60m,1.5,2.0,-0.3,0.8862,0.9007,-0.014499999999999957,-0.0451,-0.0389,-0.006200000000000004,-105.0229,-98.3777,-3881.73,-3067.74
S2_atr60m,1.75,0.5,0.15,0.8874,0.9135,-0.026100000000000012,-0.09,-0.0688,-0.021199999999999997,-289.0729,-227.3248,-2832.28,-1610.84
S2_atr60m,1.75,0.5,0.3,0.9009,0.9135,-0.012599999999999945,-0.0788,-0.0688,-0.009999999999999995,-263.9582,-227.3248,-2312.03,-1610.84
S2_atr60m,1.75,0.5,-0.15,0.9394,0.9135,0.025900000000000034,-0.0479,-0.0688,0.020900000000000002,-193.0253,-227.3248,56.16,-1610.84
S2_atr60m,1.75,0.5,-0.3,0.9486,0.9135,0.03510000000000002,-0.0405,-0.0688,0.0283,-177.4027,-227.3248,641.91,-1610.84
S2_atr60m,1.75,0.75,0.15,0.9219,0.9256,-0.0036999999999999256,-0.0535,-0.051,-0.0025000000000000022,-161.7738,-155.778,-2329.29,-1587.59
S2_atr60m,1.75,0.75,0.3,0.9329,0.9256,0.007299999999999973,-0.0458,-0.051,0.005199999999999996,-145.068,-155.778,-1846.44,-1587.59
S2_atr60m,1.75,0.75,-0.15,0.9332,0.9256,0.007600000000000051,-0.0458,-0.051,0.005199999999999996,-150.3362,-155.778,-1170.43,-1587.59
S2_atr60m,1.75,0.75,-0.3,0.9332,0.9256,0.007600000000000051,-0.0459,-0.051,0.005099999999999993,-145.3408,-155.778,-1313.49,-1587.59
S2_atr60m,1.75,1.0,0.15,0.9329,0.9391,-0.006200000000000094,-0.0406,-0.0368,-0.003799999999999998,-136.0725,-121.0549,-229.77,-254.12
S2_atr60m,1.75,1.0,0.3,0.9355,0.9391,-0.0036000000000000476,-0.0388,-0.0368,-0.0020000000000000018,-134.7802,-121.0549,-224.72,-254.12
S2_atr60m,1.75,1.0,-0.15,0.9322,0.9391,-0.006900000000000017,-0.0411,-0.0368,-0.004299999999999998,-121.8866,-121.0549,-1053.92,-254.12
S2_atr60m,1.75,1.0,-0.3,0.959,0.9391,0.019899999999999918,-0.0247,-0.0368,0.0121,-88.6933,-121.0549,461.33,-254.12
S2_atr60m,1.75,1.25,0.15,0.9673,0.9689,-0.0015999999999999348,-0.0174,-0.0166,-0.0007999999999999986,-95.9941,-102.7672,2097.56,2253.25
S2_atr60m,1.75,1.25,0.3,0.963,0.9689,-0.005900000000000016,-0.0197,-0.0166,-0.0030999999999999986,-103.0996,-102.7672,1403.49,2253.25
S2_atr60m,1.75,1.25,-0.15,0.9795,0.9689,0.010600000000000054,-0.0109,-0.0166,0.0057,-92.2213,-102.7672,2813.58,2253.25
S2_atr60m,1.75,1.25,-0.3,0.9909,0.9689,0.02200000000000002,-0.0048,-0.0166,0.011800000000000001,-77.6384,-102.7672,2585.24,2253.25
S2_atr60m,1.75,1.5,0.15,0.9584,0.9581,0.000300000000000078,-0.0201,-0.0203,0.0001999999999999988,-89.3025,-84.9387,1426.69,879.19
S2_atr60m,1.75,1.5,0.3,0.9651,0.9581,0.007000000000000006,-0.0168,-0.0203,0.0034999999999999996,-87.8606,-84.9387,1610.05,879.19
S2_atr60m,1.75,1.5,-0.15,0.956,0.9581,-0.0020999999999999908,-0.0214,-0.0203,-0.0011000000000000003,-91.2505,-84.9387,1225.93,879.19
S2_atr60m,1.75,1.5,-0.3,0.9674,0.9581,0.009300000000000086,-0.0158,-0.0203,0.004499999999999997,-83.0271,-84.9387,1786.38,879.19
S2_atr60m,1.75,1.75,0.15,0.9515,0.9521,-0.0005999999999999339,-0.0214,-0.0213,-9.99999999999994e-05,-79.7788,-78.4082,433.71,583.56
S2_atr60m,1.75,1.75,0.3,0.9589,0.9521,0.006800000000000028,-0.0181,-0.0213,0.003199999999999998,-75.6329,-78.4082,213.35,583.56
S2_atr60m,1.75,1.75,-0.15,0.9347,0.9521,-0.01739999999999997,-0.0293,-0.0213,-0.008,-85.6755,-78.4082,-1412.51,583.56
S2_atr60m,1.75,1.75,-0.3,0.9376,0.9521,-0.014499999999999957,-0.028,-0.0213,-0.006700000000000001,-81.2252,-78.4082,-1602.84,583.56
S2_atr60m,1.75,2.0,0.15,0.9419,0.9394,0.0024999999999999467,-0.0237,-0.0249,0.0011999999999999997,-76.9812,-82.8876,-43.08,83.25
S2_atr60m,1.75,2.0,0.3,0.9578,0.9394,0.018399999999999972,-0.017,-0.0249,0.007899999999999997,-73.064,-82.8876,493.08,83.25
S2_atr60m,1.75,2.0,-0.15,0.9269,0.9394,-0.012500000000000067,-0.0302,-0.0249,-0.005300000000000003,-88.6396,-82.8876,-682.97,83.25
S2_atr60m,1.75,2.0,-0.3,0.9305,0.9394,-0.008900000000000019,-0.0287,-0.0249,-0.0038000000000000013,-79.1825,-82.8876,-850.29,83.25
S2_atr60m,2.0,0.5,0.15,0.888,0.9049,-0.016900000000000026,-0.0916,-0.0776,-0.013999999999999999,-298.7388,-250.3143,-2466.86,-2049.32
S2_atr60m,2.0,0.5,0.3,0.9086,0.9049,0.0036999999999999256,-0.0742,-0.0776,0.0034000000000000002,-266.0267,-250.3143,-1449.39,-2049.32
S2_atr60m,2.0,0.5,-0.15,0.9156,0.9049,0.010699999999999932,-0.0688,-0.0776,0.008800000000000002,-223.5762,-250.3143,-1129.28,-2049.32
S2_atr60m,2.0,0.5,-0.3,0.9399,0.9049,0.03499999999999992,-0.0487,-0.0776,0.028900000000000002,-182.576,-250.3143,47.53,-2049.32
S2_atr60m,2.0,0.75,0.15,0.9202,0.9142,0.006000000000000005,-0.0565,-0.0609,0.004400000000000001,-181.2459,-187.9105,-1783.36,-2034.02
S2_atr60m,2.0,0.75,0.3,0.9443,0.9142,0.030100000000000016,-0.039,-0.0609,0.021900000000000003,-141.1871,-187.9105,-247.22,-2034.02
S2_atr60m,2.0,0.75,-0.15,0.912,0.9142,-0.0021999999999999797,-0.0626,-0.0609,-0.0017000000000000001,-191.507,-187.9105,-1828.08,-2034.02
S2_atr60m,2.0,0.75,-0.3,0.9146,0.9142,0.00039999999999995595,-0.0608,-0.0609,0.00010000000000000286,-182.3168,-187.9105,-2359.07,-2034.02
S2_atr60m,2.0,1.0,0.15,0.9341,0.9398,-0.005699999999999927,-0.0413,-0.0378,-0.003500000000000003,-140.9282,-132.0621,699.41,525.73
S2_atr60m,2.0,1.0,0.3,0.9537,0.9398,0.013900000000000023,-0.0287,-0.0378,0.0091,-120.8135,-132.0621,2244.49,525.73
S2_atr60m,2.0,1.0,-0.15,0.9096,0.9398,-0.030200000000000005,-0.0575,-0.0378,-0.019700000000000002,-157.0713,-132.0621,-1419.78,525.73
S2_atr60m,2.0,1.0,-0.3,0.9267,0.9398,-0.0131,-0.0464,-0.0378,-0.008599999999999997,-132.0402,-132.0621,-771.25,525.73
S2_atr60m,2.0,1.25,0.15,0.9733,0.9659,0.007400000000000073,-0.0148,-0.019,0.004199999999999999,-98.7019,-120.5925,3341.6,2883.44
S2_atr60m,2.0,1.25,0.3,0.9786,0.9659,0.012700000000000045,-0.0118,-0.019,0.0072,-101.1864,-120.5925,3930.58,2883.44
S2_atr60m,2.0,1.25,-0.15,0.9562,0.9659,-0.009699999999999931,-0.0245,-0.019,-0.005500000000000001,-113.4118,-120.5925,2569.13,2883.44
S2_atr60m,2.0,1.25,-0.3,0.9689,0.9659,0.0030000000000000027,-0.0174,-0.019,0.0016000000000000007,-103.1725,-120.5925,2196.82,2883.44
S2_atr60m,2.0,1.5,0.15,0.9548,0.9524,0.0023999999999999577,-0.0229,-0.0242,0.001299999999999999,-95.0806,-95.4666,1971.03,1338.44
S2_atr60m,2.0,1.5,0.3,0.9725,0.9524,0.020100000000000007,-0.0138,-0.0242,0.0104,-90.2504,-95.4666,3748.44,1338.44
S2_atr60m,2.0,1.5,-0.15,0.9397,0.9524,-0.012700000000000045,-0.0309,-0.0242,-0.006700000000000001,-102.1029,-95.4666,1149.32,1338.44
S2_atr60m,2.0,1.5,-0.3,0.9512,0.9524,-0.0011999999999999789,-0.0249,-0.0242,-0.0006999999999999992,-96.0011,-95.4666,1446.75,1338.44
S2_atr60m,2.0,1.75,0.15,0.9528,0.9402,0.012599999999999945,-0.0219,-0.028,0.006100000000000001,-81.5457,-88.3327,793.42,75.2
S2_atr60m,2.0,1.75,0.3,0.9609,0.9402,0.02069999999999994,-0.018,-0.028,0.010000000000000002,-79.6144,-88.3327,1608.29,75.2
S2_atr60m,2.0,1.75,-0.15,0.9229,0.9402,-0.017299999999999982,-0.0366,-0.028,-0.0086,-101.3807,-88.3327,-1454.21,75.2
S2_atr60m,2.0,1.75,-0.3,0.9221,0.9402,-0.018100000000000005,-0.037,-0.028,-0.008999999999999998,-99.9437,-88.3327,-2100.67,75.2
S2_atr60m,2.0,2.0,0.15,0.9461,0.932,0.014100000000000001,-0.0231,-0.0294,0.0063,-75.9258,-91.4852,345.03,-318.27
S2_atr60m,2.0,2.0,0.3,0.967,0.932,0.03499999999999992,-0.0139,-0.0294,0.0155,-74.8994,-91.4852,2125.23,-318.27
S2_atr60m,2.0,2.0,-0.15,0.9103,0.932,-0.021700000000000053,-0.0394,-0.0294,-0.009999999999999998,-106.6568,-91.4852,-1359.62,-318.27
S2_atr60m,2.0,2.0,-0.3,0.9246,0.932,-0.007400000000000073,-0.0329,-0.0294,-0.0034999999999999996,-88.4835,-91.4852,-1246.94,-318.27
S3_prevsessrange,0.5,0.5,0.15,0.9185,0.9053,0.01319999999999999,-0.0302,-0.0356,0.0053999999999999986,-69.7172,-79.1744,-498.6,-1753.79
S3_prevsessrange,0.5,0.5,0.3,0.8949,0.9053,-0.010399999999999965,-0.0393,-0.0356,-0.003700000000000002,-84.8569,-79.1744,-2081.93,-1753.79
S3_prevsessrange,0.5,0.5,-0.15,0.9308,0.9053,0.025499999999999967,-0.0259,-0.0356,0.0097,-67.9738,-79.1744,21.82,-1753.79
S3_prevsessrange,0.5,0.5,-0.3,0.937,0.9053,0.03170000000000006,-0.0236,-0.0356,0.012,-66.2485,-79.1744,-402.85,-1753.79
S3_prevsessrange,0.5,0.75,0.15,0.9433,0.9271,0.016199999999999992,-0.0149,-0.0194,0.0045000000000000005,-41.6383,-50.0557,-503.88,-1765.56
S3_prevsessrange,0.5,0.75,0.3,0.9496,0.9271,0.022499999999999964,-0.0131,-0.0194,0.0063,-37.2415,-50.0557,-99.58,-1765.56
S3_prevsessrange,0.5,0.75,-0.15,0.9132,0.9271,-0.013900000000000023,-0.0236,-0.0194,-0.004199999999999999,-60.0625,-50.0557,-2197.21,-1765.56
S3_prevsessrange,0.5,0.75,-0.3,0.9055,0.9271,-0.021600000000000064,-0.0259,-0.0194,-0.006499999999999999,-63.3885,-50.0557,-2987.18,-1765.56
S3_prevsessrange,0.5,1.0,0.15,0.9245,0.9171,0.007399999999999962,-0.0156,-0.0173,0.0017000000000000001,-35.7311,-40.6542,-1434.18,-1848.45
S3_prevsessrange,0.5,1.0,0.3,0.9166,0.9171,-0.000500000000000056,-0.0172,-0.0173,9.99999999999994e-05,-37.81,-40.6542,-2668.17,-1848.45
S3_prevsessrange,0.5,1.0,-0.15,0.9316,0.9171,0.014499999999999957,-0.0143,-0.0173,0.002999999999999999,-38.6133,-40.6542,-1058.31,-1848.45
S3_prevsessrange,0.5,1.0,-0.3,0.9147,0.9171,-0.0024000000000000687,-0.0181,-0.0173,-0.0008000000000000021,-45.6443,-40.6542,-2396.85,-1848.45
S3_prevsessrange,0.5,1.25,0.15,0.9336,0.9222,0.011399999999999966,-0.0111,-0.0131,0.002,-29.1585,-34.5472,-477.55,-1853.17
S3_prevsessrange,0.5,1.25,0.3,0.9398,0.9222,0.01759999999999995,-0.0099,-0.0131,0.0031999999999999997,-25.9966,-34.5472,-1235.86,-1853.17
S3_prevsessrange,0.5,1.25,-0.15,0.9323,0.9222,0.010099999999999998,-0.0115,-0.0131,0.0016000000000000007,-33.563,-34.5472,-334.81,-1853.17
S3_prevsessrange,0.5,1.25,-0.3,0.9288,0.9222,0.006599999999999939,-0.0122,-0.0131,0.0008999999999999998,-34.9079,-34.5472,-1327.82,-1853.17
S3_prevsessrange,0.5,1.5,0.15,0.921,0.9184,0.0026000000000000467,-0.0112,-0.0117,0.0005000000000000004,-27.4114,-30.6715,-1146.56,-923.13
S3_prevsessrange,0.5,1.5,0.3,0.9144,0.9184,-0.0040000000000000036,-0.0121,-0.0117,-0.0003999999999999993,-27.3537,-30.6715,-2309.7,-923.13
S3_prevsessrange,0.5,1.5,-0.15,0.9062,0.9184,-0.012199999999999989,-0.0137,-0.0117,-0.002,-34.2584,-30.6715,-2011.73,-923.13
S3_prevsessrange,0.5,1.5,-0.3,0.8992,0.9184,-0.019199999999999995,-0.0148,-0.0117,-0.0031000000000000003,-35.7433,-30.6715,-2568.47,-923.13
S3_prevsessrange,0.5,1.75,0.15,0.9319,0.9299,0.0020000000000000018,-0.0082,-0.0085,0.0002999999999999999,-21.7301,-23.7055,-925.04,-946.59
S3_prevsessrange,0.5,1.75,0.3,0.9181,0.9299,-0.011799999999999922,-0.0099,-0.0085,-0.0014000000000000002,-23.1521,-23.7055,-2168.73,-946.59
S3_prevsessrange,0.5,1.75,-0.15,0.9485,0.9299,0.01860000000000006,-0.0062,-0.0085,0.002300000000000001,-21.4492,-23.7055,68.0,-946.59
S3_prevsessrange,0.5,1.75,-0.3,0.9465,0.9299,0.01660000000000006,-0.0065,-0.0085,0.002000000000000001,-22.1091,-23.7055,-446.56,-946.59
S3_prevsessrange,0.5,2.0,0.15,0.9318,0.9314,0.00039999999999995595,-0.0072,-0.0073,0.00010000000000000026,-19.0371,-20.3377,-814.42,-952.47
S3_prevsessrange,0.5,2.0,0.3,0.9215,0.9314,-0.00990000000000002,-0.0083,-0.0073,-0.001,-20.0166,-20.3377,-1540.44,-952.47
S3_prevsessrange,0.5,2.0,-0.15,0.9558,0.9314,0.024399999999999977,-0.0047,-0.0073,0.0026,-17.6156,-20.3377,281.76,-952.47
S3_prevsessrange,0.5,2.0,-0.3,0.9447,0.9314,0.013299999999999979,-0.0059,-0.0073,0.0014000000000000002,-19.763,-20.3377,-765.4,-952.47
S3_prevsessrange,0.75,0.5,0.15,0.9225,0.9153,0.007199999999999984,-0.0309,-0.0342,0.003300000000000001,-69.0471,-72.9361,-862.17,-1835.78
S3_prevsessrange,0.75,0.5,0.3,0.917,0.9153,0.0017000000000000348,-0.0332,-0.0342,0.0010000000000000009,-71.0922,-72.9361,-1208.36,-1835.78
S3_prevsessrange,0.75,0.5,-0.15,0.9349,0.9153,0.01959999999999995,-0.0263,-0.0342,0.0079,-61.8428,-72.9361,-268.86,-1835.78
S3_prevsessrange,0.75,0.5,-0.3,0.9493,0.9153,0.03400000000000003,-0.0206,-0.0342,0.013600000000000001,-48.6815,-72.9361,-278.41,-1835.78
S3_prevsessrange,0.75,0.75,0.15,0.9628,0.9423,0.020499999999999963,-0.0105,-0.0166,0.0060999999999999995,-38.4747,-42.8445,671.34,-1291.05
S3_prevsessrange,0.75,0.75,0.3,0.9859,0.9423,0.04359999999999997,-0.0039,-0.0166,0.0127,-36.0782,-42.8445,2333.09,-1291.05
S3_prevsessrange,0.75,0.75,-0.15,0.9175,0.9423,-0.024800000000000044,-0.0243,-0.0166,-0.0076999999999999985,-57.1557,-42.8445,-2822.88,-1291.05
S3_prevsessrange,0.75,0.75,-0.3,0.9112,0.9423,-0.031100000000000017,-0.0265,-0.0166,-0.009899999999999999,-58.8309,-42.8445,-3161.55,-1291.05
S3_prevsessrange,0.75,1.0,0.15,0.9454,0.9357,0.009700000000000042,-0.0122,-0.0145,0.0023,-33.5831,-36.7865,-226.75,-1560.16
S3_prevsessrange,0.75,1.0,0.3,0.963,0.9357,0.02729999999999999,-0.0082,-0.0145,0.0063,-27.0125,-36.7865,78.34,-1560.16
S3_prevsessrange,0.75,1.0,-0.15,0.9451,0.9357,0.009400000000000075,-0.0125,-0.0145,0.002,-33.4875,-36.7865,-1328.4,-1560.16
S3_prevsessrange,0.75,1.0,-0.3,0.9354,0.9357,-0.00029999999999996696,-0.015,-0.0145,-0.0004999999999999987,-37.5583,-36.7865,-1670.51,-1560.16
S3_prevsessrange,0.75,1.25,0.15,0.9633,0.9476,0.015700000000000047,-0.0066,-0.0096,0.002999999999999999,-24.5115,-28.6832,935.38,-1454.55
S3_prevsessrange,0.75,1.25,0.3,0.9792,0.9476,0.03159999999999996,-0.0037,-0.0096,0.005899999999999999,-18.5877,-28.6832,1227.91,-1454.55
S3_prevsessrange,0.75,1.25,-0.15,0.9438,0.9476,-0.0038000000000000256,-0.0104,-0.0096,-0.0008000000000000004,-29.0681,-28.6832,-1246.36,-1454.55
S3_prevsessrange,0.75,1.25,-0.3,0.9421,0.9476,-0.005499999999999949,-0.0109,-0.0096,-0.0013000000000000008,-30.1782,-28.6832,-991.45,-1454.55
S3_prevsessrange,0.75,1.5,0.15,0.9443,0.9359,0.008400000000000074,-0.0086,-0.01,0.0014000000000000002,-24.9108,-26.9039,298.42,-778.35
S3_prevsessrange,0.75,1.5,0.3,0.9483,0.9359,0.012400000000000078,-0.0079,-0.01,0.0020999999999999994,-22.3132,-26.9039,164.03,-778.35
S3_prevsessrange,0.75,1.5,-0.15,0.9166,0.9359,-0.019299999999999984,-0.0133,-0.01,-0.003299999999999999,-30.8562,-26.9039,-3197.37,-778.35
S3_prevsessrange,0.75,1.5,-0.3,0.9147,0.9359,-0.021199999999999997,-0.0138,-0.01,-0.0037999999999999996,-30.9598,-26.9039,-2442.72,-778.35
S3_prevsessrange,0.75,1.75,0.15,0.952,0.9459,0.006099999999999994,-0.0063,-0.0072,0.0008999999999999998,-20.2197,-21.3497,486.6,-586.61
S3_prevsessrange,0.75,1.75,0.3,0.9563,0.9459,0.010400000000000076,-0.0057,-0.0072,0.0014999999999999996,-17.9722,-21.3497,271.74,-586.61
S3_prevsessrange,0.75,1.75,-0.15,0.9446,0.9459,-0.0012999999999999678,-0.0074,-0.0072,-0.00020000000000000052,-20.7707,-21.3497,-1408.56,-586.61
S3_prevsessrange,0.75,1.75,-0.3,0.948,0.9459,0.0020999999999999908,-0.007,-0.0072,0.00019999999999999966,-20.4108,-21.3497,-591.16,-586.61
S3_prevsessrange,0.75,2.0,0.15,0.9528,0.9502,0.0025999999999999357,-0.0054,-0.0058,0.0003999999999999993,-17.9399,-18.1969,606.44,-514.81
S3_prevsessrange,0.75,2.0,0.3,0.9576,0.9502,0.007399999999999962,-0.0048,-0.0058,0.001,-15.8634,-18.1969,859.29,-514.81
S3_prevsessrange,0.75,2.0,-0.15,0.947,0.9502,-0.0032000000000000917,-0.0062,-0.0058,-0.0004000000000000002,-18.2539,-18.1969,-1068.14,-514.81
S3_prevsessrange,0.75,2.0,-0.3,0.9437,0.9502,-0.006500000000000061,-0.0067,-0.0058,-0.0009000000000000006,-19.1422,-18.1969,-898.58,-514.81
S3_prevsessrange,1.0,0.5,0.15,0.9364,0.9407,-0.0042999999999999705,-0.026,-0.0244,-0.0015999999999999973,-57.7739,-57.935,-540.38,-558.47
S3_prevsessrange,1.0,0.5,0.3,0.925,0.9407,-0.015699999999999936,-0.0308,-0.0244,-0.0063999999999999994,-68.004,-57.935,-1360.63,-558.47
S3_prevsessrange,1.0,0.5,-0.15,0.9706,0.9407,0.029900000000000038,-0.0121,-0.0244,0.012300000000000002,-43.7588,-57.935,1527.75,-558.47
S3_prevsessrange,1.0,0.5,-0.3,0.9828,0.9407,0.042100000000000026,-0.0071,-0.0244,0.017300000000000003,-43.8552,-57.935,1443.59,-558.47
S3_prevsessrange,1.0,0.75,0.15,0.9644,0.9496,0.014800000000000035,-0.0104,-0.015,0.0046,-35.4594,-38.0964,-29.96,-911.38
S3_prevsessrange,1.0,0.75,0.3,0.9843,0.9496,0.03469999999999995,-0.0045,-0.015,0.010499999999999999,-32.851,-38.0964,1276.51,-911.38
S3_prevsessrange,1.0,0.75,-0.15,0.9377,0.9496,-0.011900000000000022,-0.0189,-0.015,-0.0039000000000000007,-50.2827,-38.0964,-1401.12,-911.38
S3_prevsessrange,1.0,0.75,-0.3,0.9336,0.9496,-0.016000000000000014,-0.0204,-0.015,-0.005400000000000002,-53.3657,-38.0964,-1742.02,-911.38
S3_prevsessrange,1.0,1.0,0.15,0.9462,0.9503,-0.0040999999999999925,-0.0125,-0.0116,-0.0009000000000000015,-32.0024,-31.2811,-809.28,-695.74
S3_prevsessrange,1.0,1.0,0.3,0.9566,0.9503,0.006299999999999972,-0.01,-0.0116,0.001599999999999999,-31.1146,-31.2811,-1078.26,-695.74
S3_prevsessrange,1.0,1.0,-0.15,0.9658,0.9503,0.015499999999999958,-0.008,-0.0116,0.003599999999999999,-28.7658,-31.2811,515.09,-695.74
S3_prevsessrange,1.0,1.0,-0.3,0.9648,0.9503,0.014499999999999957,-0.0084,-0.0116,0.0031999999999999997,-32.0684,-31.2811,549.09,-695.74
S3_prevsessrange,1.0,1.25,0.15,0.9587,0.9545,0.0041999999999999815,-0.0077,-0.0086,0.0008999999999999998,-24.3542,-27.0581,82.29,-865.51
S3_prevsessrange,1.0,1.25,0.3,0.9735,0.9545,0.019000000000000017,-0.0049,-0.0086,0.0037,-20.7945,-27.0581,3.5,-865.51
S3_prevsessrange,1.0,1.25,-0.15,0.9693,0.9545,0.014800000000000035,-0.0059,-0.0086,0.0027,-23.8863,-27.0581,655.78,-865.51
S3_prevsessrange,1.0,1.25,-0.3,0.9695,0.9545,0.015000000000000013,-0.0059,-0.0086,0.0027,-26.1651,-27.0581,701.39,-865.51
S3_prevsessrange,1.0,1.5,0.15,0.9397,0.942,-0.0022999999999999687,-0.0096,-0.0093,-0.0002999999999999999,-25.3258,-25.9283,-548.06,-182.01
S3_prevsessrange,1.0,1.5,0.3,0.9419,0.942,-9.999999999998899e-05,-0.0092,-0.0093,9.99999999999994e-05,-24.6678,-25.9283,-1064.34,-182.01
S3_prevsessrange,1.0,1.5,-0.15,0.9414,0.942,-0.0005999999999999339,-0.0096,-0.0093,-0.0002999999999999999,-27.1075,-25.9283,-1351.67,-182.01
S3_prevsessrange,1.0,1.5,-0.3,0.9477,0.942,0.005700000000000038,-0.0086,-0.0093,0.0006999999999999992,-26.1316,-25.9283,-305.03,-182.01
S3_prevsessrange,1.0,1.75,0.15,0.9494,0.9515,-0.0020999999999999908,-0.0069,-0.0067,-0.00019999999999999966,-20.1766,-20.8479,-218.65,64.82
S3_prevsessrange,1.0,1.75,0.3,0.9524,0.9515,0.0009000000000000119,-0.0065,-0.0067,0.00020000000000000052,-19.4541,-20.8479,-818.19,64.82
S3_prevsessrange,1.0,1.75,-0.15,0.9708,0.9515,0.019299999999999984,-0.004,-0.0067,0.0027,-17.5381,-20.8479,542.48,64.82
S3_prevsessrange,1.0,1.75,-0.3,0.9842,0.9515,0.03269999999999995,-0.0022,-0.0067,0.0045000000000000005,-16.323,-20.8479,1618.63,64.82
S3_prevsessrange,1.0,2.0,0.15,0.9463,0.9586,-0.012299999999999978,-0.0064,-0.005,-0.0014000000000000002,-18.5869,-17.2544,-227.66,216.53
S3_prevsessrange,1.0,2.0,0.3,0.9492,0.9586,-0.009399999999999964,-0.0061,-0.005,-0.0011000000000000003,-17.9613,-17.2544,-367.26,216.53
S3_prevsessrange,1.0,2.0,-0.15,0.9729,0.9586,0.01429999999999998,-0.0033,-0.005,0.0017000000000000001,-15.6655,-17.2544,883.79,216.53
S3_prevsessrange,1.0,2.0,-0.3,0.9795,0.9586,0.02090000000000003,-0.0025,-0.005,0.0025,-15.7591,-17.2544,1281.84,216.53
S3_prevsessrange,1.25,0.5,0.15,0.9523,0.958,-0.005699999999999927,-0.0197,-0.0174,-0.0023,-46.9408,-45.0937,-233.23,-6.31
S3_prevsessrange,1.25,0.5,0.3,0.9426,0.958,-0.01539999999999997,-0.0237,-0.0174,-0.0063,-55.749,-45.0937,-585.2,-6.31
S3_prevsessrange,1.25,0.5,-0.15,0.9881,0.958,0.030100000000000016,-0.005,-0.0174,0.012399999999999998,-40.2315,-45.0937,2604.97,-6.31
S3_prevsessrange,1.25,0.5,-0.3,0.9813,0.958,0.023299999999999987,-0.0079,-0.0174,0.009499999999999998,-38.3296,-45.0937,1157.97,-6.31
S3_prevsessrange,1.25,0.75,0.15,0.9878,0.9701,0.01770000000000005,-0.0036,-0.009,0.005399999999999999,-31.398,-30.877,862.12,-433.86
S3_prevsessrange,1.25,0.75,0.3,1.0021,0.9701,0.03200000000000003,0.0006,-0.009,0.0096,-29.2733,-30.877,2295.19,-433.86
S3_prevsessrange,1.25,0.75,-0.15,0.959,0.9701,-0.011099999999999999,-0.0126,-0.009,-0.0036000000000000008,-39.2777,-30.877,-445.67,-433.86
S3_prevsessrange,1.25,0.75,-0.3,0.9395,0.9701,-0.03059999999999996,-0.0189,-0.009,-0.0099,-47.6722,-30.877,-1805.18,-433.86
S3_prevsessrange,1.25,1.0,0.15,0.9716,0.9736,-0.0020000000000000018,-0.0066,-0.0062,-0.0004000000000000002,-24.6314,-21.7267,99.56,-137.34
S3_prevsessrange,1.25,1.0,0.3,0.97,0.9736,-0.0036000000000000476,-0.007,-0.0062,-0.0008000000000000004,-24.8717,-21.7267,-397.13,-137.34
S3_prevsessrange,1.25,1.0,-0.15,0.9965,0.9736,0.02290000000000003,-0.0008,-0.0062,0.005399999999999999,-20.2899,-21.7267,1846.55,-137.34
S3_prevsessrange,1.25,1.0,-0.3,0.9806,0.9736,0.007000000000000006,-0.0047,-0.0062,0.0014999999999999996,-25.248,-21.7267,920.72,-137.34
S3_prevsessrange,1.25,1.25,0.15,0.9817,0.9706,0.011099999999999999,-0.0035,-0.0056,0.0021,-18.5991,-19.8838,809.9,-777.4
S3_prevsessrange,1.25,1.25,0.3,0.9961,0.9706,0.025499999999999967,-0.0007,-0.0056,0.0049,-15.207,-19.8838,1133.07,-777.4
