locked_config,rr_convention,stop_after_loss_grouping,kept_after_first_session_loss_filter,resume_after_loss_rule,trade_id,entry_ts,exit_ts,session_id,calendar_date,week_key,month_key,year,side,level_type,direction,level,stop_pts,target_pts,pnl_pts,exit_reason,bucket,level_session_date,entry_bank_holiday,session_bank_holiday,level_bank_holiday,entry_market_holiday,session_market_holiday,level_market_holiday,event_types_entry_date,event_types_session_date,entry_red_date,session_red_date,red_pre_2h,red_post_2h,red_pre_session_to_event,red_post_event_to_11,entry_orange_date,session_orange_date,entry_mag7_date,session_mag7_date
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,17,2020-02-19 07:58:00-05:00,2020-02-19 09:32:00-05:00,2020-02-19,2020-02-19,2020-W08,2020-02,2020,upper,upper,short,9684.604784625351,14.25,14.25,-14.25,SL,london_0200_0930,2020-02-18,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,18,2020-02-21 09:49:00-05:00,2020-02-21 09:57:00-05:00,2020-02-21,2020-02-21,2020-W08,2020-02,2020,lower,lower,long,9489.09312293196,32.25,32.25,32.25,TP,ny_0930_1100,2020-02-12,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,19,2020-02-21 09:49:00-05:00,2020-02-21 12:05:00-05:00,2020-02-21,2020-02-21,2020-W08,2020-02,2020,lower,lower,long,9500.395215374649,32.25,32.25,32.25,TP,ny_0930_1100,2020-02-18,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,20,2020-02-23 21:27:00-05:00,2020-02-24 02:15:00-05:00,2020-02-24,2020-02-23,2020-W08,2020-02,2020,lower,lower,long,9281.154486973352,29.25,29.25,-29.25,SL,evening_1900_0000,2020-02-10,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,21,2020-02-26 22:58:00-05:00,2020-02-27 02:27:00-05:00,2020-02-27,2020-02-26,2020-W09,2020-02,2020,lower,lower,long,8724.757467992544,75.375,75.375,75.375,TP,evening_1900_0000,2020-02-26,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,22,2020-03-01 20:31:00-05:00,2020-03-02 02:45:00-05:00,2020-03-02,2020-03-01,2020-W09,2020-03,2020,upper,upper,short,8455.361761076416,109.875,109.875,-109.875,SL,evening_1900_0000,2020-02-28,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,23,2020-03-05 22:53:00-05:00,2020-03-06 04:58:00-05:00,2020-03-06,2020-03-05,2020-W10,2020-03,2020,lower,lower,long,8551.275749585217,84.375,84.375,-84.375,SL,evening_1900_0000,2020-03-05,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,24,2020-03-12 09:30:00-04:00,2020-03-12 09:31:00-04:00,2020-03-12,2020-03-12,2020-W11,2020-03,2020,lower,lower,long,7595.599925977484,6.375,6.375,-6.375,SL,ny_0930_1100,2020-03-09,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,25,2020-03-20 03:26:00-04:00,2020-03-20 09:44:00-04:00,2020-03-20,2020-03-20,2020-W12,2020-03,2020,upper,upper,short,7511.458736501807,200.0,200.0,200.0,TP,london_0200_0930,2020-03-18,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,26,2020-03-20 03:44:00-04:00,2020-03-20 09:40:00-04:00,2020-03-20,2020-03-20,2020-W12,2020-03,2020,upper,upper,short,7562.472908087322,200.0,200.0,200.0,TP,london_0200_0930,2020-03-17,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,27,2020-03-24 04:07:00-04:00,2020-03-24 09:34:00-04:00,2020-03-24,2020-03-24,2020-W13,2020-03,2020,upper,upper,short,7322.838733246481,90.75,90.75,-90.75,SL,london_0200_0930,2020-03-23,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,28,2020-03-25 03:59:00-04:00,2020-03-25 06:53:00-04:00,2020-03-25,2020-03-25,2020-W13,2020-03,2020,upper,upper,short,7646.30369503761,153.75,153.75,153.75,TP,london_0200_0930,2020-03-24,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,29,2020-03-25 04:29:00-04:00,2020-03-25 06:53:00-04:00,2020-03-25,2020-03-25,2020-W13,2020-03,2020,upper,upper,short,7668.104140993251,173.625,173.625,173.625,TP,london_0200_0930,2020-03-19,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,30,2020-03-25 04:47:00-04:00,2020-03-25 06:51:00-04:00,2020-03-25,2020-03-25,2020-W13,2020-03,2020,upper,upper,short,7684.401914829,173.625,173.625,173.625,TP,london_0200_0930,2020-03-16,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,31,2020-03-25 05:07:00-04:00,2020-03-25 06:42:00-04:00,2020-03-25,2020-03-25,2020-W13,2020-03,2020,upper,upper,short,7726.54366907242,174.375,174.375,174.375,TP,london_0200_0930,2020-03-20,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,32,2020-03-30 20:01:00-04:00,2020-03-30 21:09:00-04:00,2020-03-31,2020-03-30,2020-W14,2020-03,2020,upper,upper,short,7888.718408387388,46.5,46.5,-46.5,SL,evening_1900_0000,2020-03-27,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,33,2020-04-01 01:49:00-04:00,2020-04-01 10:16:00-04:00,2020-04-01,2020-04-01,2020-W14,2020-04,2020,lower,lower,long,7578.254553993011,57.0,57.0,57.0,TP,overnight_0000_0200,2020-03-31,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,34,2020-04-02 09:14:00-04:00,2020-04-02 10:35:00-04:00,2020-04-02,2020-04-02,2020-W14,2020-04,2020,lower,lower,long,7388.105823353671,200.0,200.0,200.0,TP,london_0200_0930,2020-04-01,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,35,2020-04-05 20:17:00-04:00,2020-04-05 20:31:00-04:00,2020-04-06,2020-04-05,2020-W14,2020-04,2020,upper,upper,short,7703.231612359354,48.75,48.75,-48.75,SL,evening_1900_0000,2020-04-02,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,36,2020-04-07 02:58:00-04:00,2020-04-07 06:02:00-04:00,2020-04-07,2020-04-07,2020-W15,2020-04,2020,upper,upper,short,8151.870446006989,108.75,108.75,-108.75,SL,london_0200_0930,2020-03-31,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,37,2020-04-09 09:43:00-04:00,2020-04-09 15:00:00-04:00,2020-04-09,2020-04-09,2020-W15,2020-04,2020,upper,upper,short,8316.921889912834,200.0,200.0,143.1718899128336,cutoff,ny_0930_1100,2020-04-08,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,38,2020-04-13 21:33:00-04:00,2020-04-13 22:34:00-04:00,2020-04-14,2020-04-13,2020-W16,2020-04,2020,upper,upper,short,8377.974427210953,70.5,70.5,-70.5,SL,evening_1900_0000,2020-04-13,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,39,2020-04-16 10:58:00-04:00,2020-04-16 12:33:00-04:00,2020-04-16,2020-04-16,2020-W16,2020-04,2020,upper,upper,short,8708.551354323605,87.75,87.75,87.75,TP,ny_0930_1100,2020-04-15,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,40,2020-04-20 22:38:00-04:00,2020-04-21 03:04:00-04:00,2020-04-21,2020-04-20,2020-W17,2020-04,2020,lower,lower,long,8627.887119112991,74.625,74.625,74.625,TP,evening_1900_0000,2020-04-17,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,41,2020-04-21 09:37:00-04:00,2020-04-21 09:45:00-04:00,2020-04-21,2020-04-21,2020-W17,2020-04,2020,lower,lower,long,8582.137175759435,48.75,48.75,-48.75,SL,ny_0930_1100,2020-04-20,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,42,2020-04-23 10:23:00-04:00,2020-04-23 12:46:00-04:00,2020-04-23,2020-04-23,2020-W17,2020-04,2020,upper,upper,short,8752.552576739732,121.875,121.875,121.875,TP,ny_0930_1100,2020-04-22,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,43,2020-04-26 22:06:00-04:00,2020-04-27 00:48:00-04:00,2020-04-27,2020-04-26,2020-W17,2020-04,2020,upper,upper,short,8823.787808365498,61.125,61.125,-61.125,SL,evening_1900_0000,2020-04-24,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,44,2020-04-28 05:20:00-04:00,2020-04-28 05:50:00-04:00,2020-04-28,2020-04-28,2020-W18,2020-04,2020,upper,upper,short,8898.367238360446,32.625,32.625,-32.625,SL,london_0200_0930,2020-04-23,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,45,2020-05-05 03:30:00-04:00,2020-05-05 04:49:00-04:00,2020-05-05,2020-05-05,2020-W19,2020-05,2020,upper,upper,short,8892.408305458119,35.625,35.625,35.625,TP,london_0200_0930,2020-05-04,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,46,2020-05-07 05:36:00-04:00,2020-05-07 10:07:00-04:00,2020-05-07,2020-05-07,2020-W19,2020-05,2020,upper,upper,short,9092.014338145143,35.625,35.625,35.625,TP,london_0200_0930,2020-05-05,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,47,2020-05-07 20:00:00-04:00,2020-05-07 22:16:00-04:00,2020-05-08,2020-05-07,2020-W19,2020-05,2020,upper,upper,short,9157.354943061791,43.125,43.125,-43.125,SL,evening_1900_0000,2020-04-30,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,48,2020-05-10 19:33:00-04:00,2020-05-11 07:40:00-04:00,2020-05-11,2020-05-10,2020-W19,2020-05,2020,upper,upper,short,9243.358037197811,68.25,68.25,68.25,TP,evening_1900_0000,2020-05-07,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,49,2020-05-12 19:45:00-04:00,2020-05-12 22:44:00-04:00,2020-05-13,2020-05-12,2020-W20,2020-05,2020,lower,lower,long,9008.407743009884,70.5,70.5,70.5,TP,evening_1900_0000,2020-05-11,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,50,2020-05-15 03:07:00-04:00,2020-05-15 06:30:00-04:00,2020-05-15,2020-05-15,2020-W20,2020-05,2020,upper,upper,short,9130.678190866349,38.625,38.625,38.625,TP,london_0200_0930,2020-05-14,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,51,2020-05-17 19:04:00-04:00,2020-05-18 07:48:00-04:00,2020-05-18,2020-05-17,2020-W20,2020-05,2020,upper,upper,short,9169.976526088944,86.625,86.625,-86.625,SL,evening_1900_0000,2020-05-15,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,52,2020-05-20 09:30:00-04:00,2020-05-20 09:58:00-04:00,2020-05-20,2020-05-20,2020-W21,2020-05,2020,upper,upper,short,9425.837628444118,30.375,30.375,-30.375,SL,ny_0930_1100,2020-05-18,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,53,2020-05-21 22:54:00-04:00,2020-05-22 03:15:00-04:00,2020-05-22,2020-05-21,2020-W21,2020-05,2020,lower,lower,long,9317.39740577974,66.0,66.0,-66.0,SL,evening_1900_0000,2020-05-21,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,54,2020-05-25 06:50:00-04:00,2020-05-25 12:59:00-04:00,2020-05-25,2020-05-25,2020-W22,2020-05,2020,upper,upper,short,9515.47359590476,24.375,24.375,-15.02640409523883,cutoff,london_0200_0930,2020-05-22,True,True,False,True,True,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,55,2020-05-25 23:54:00-04:00,2020-05-26 02:11:00-04:00,2020-05-26,2020-05-25,2020-W22,2020-05,2020,upper,upper,short,9572.289936151348,22.875,22.875,-22.875,SL,evening_1900_0000,2020-05-20,True,False,False,True,False,False,,,False,False,False,False,False,False,False,False,False,False
FINAL_1R_TP_SL_CAP200,"FINAL 1R: TP=SL=min(1.5x previous completed 1h range, 200)",19:00 ET to next-day 15:00 ET futures session,True,no more trades until next 19:00 ET session,56,2020-05-27 10:46:00-04:00,2020-05-27 14:58:00-04:00,2020-05-27,2020-05-27,2020-W22,2020-05,2020,lower,lower,long,9202.02640409524,197.25,197.25,197.25,TP,ny_0930_1100,2020-05-22,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False
